,Year,Month,district_c,Category,Arrivals,Present,Season
998,2011,5.0,1,4-5 Star Hotel,9765,18383,Spring
999,2011,5.0,1,Agricaltural Lodging,152,650,Spring
1000,2011,5.0,1,Campings,1013,3563,Spring
1001,2011,5.0,1,Other,1178,3044,Spring
1002,2011,5.0,1,Private Lodging,26,697,Spring
1003,2011,5.0,2,1-2 Star Hotel,7349,42758,Spring
1004,2011,5.0,2,3 Star Hotel,41340,221294,Spring
1005,2011,5.0,2,4-5 Star Hotel,39008,202232,Spring
1006,2011,5.0,2,Agricaltural Lodging,4094,27865,Spring
1007,2011,5.0,2,Campings,4002,24134,Spring
1008,2011,5.0,2,Other,975,1809,Spring
1009,2011,5.0,2,Private Lodging,3660,25652,Spring
1010,2011,5.0,2,Residence,7050,55435,Spring
1011,2011,5.0,3,1-2 Star Hotel,2889,12498,Spring
1012,2011,5.0,3,3 Star Hotel,12903,48682,Spring
1013,2011,5.0,3,4-5 Star Hotel,9270,31092,Spring
1014,2011,5.0,3,Agricaltural Lodging,942,4956,Spring
1015,2011,5.0,3,Campings,737,1211,Spring
1016,2011,5.0,3,Other,1391,3072,Spring
1017,2011,5.0,3,Private Lodging,369,2112,Spring
1018,2011,5.0,3,Residence,389,7060,Spring
1019,2011,5.0,4,1-2 Star Hotel,2916,12572,Spring
1020,2011,5.0,4,3 Star Hotel,11864,35031,Spring
1021,2011,5.0,4,4-5 Star Hotel,10120,36145,Spring
1022,2011,5.0,4,Agricaltural Lodging,1307,6936,Spring
1023,2011,5.0,4,Campings,1841,6126,Spring
1024,2011,5.0,4,Other,974,1991,Spring
1025,2011,5.0,4,Private Lodging,632,4174,Spring
1026,2011,5.0,4,Residence,1312,7321,Spring
1027,2011,5.0,5,1-2 Star Hotel,1151,4644,Spring
1028,2011,5.0,5,3 Star Hotel,8367,30601,Spring
1029,2011,5.0,5,4-5 Star Hotel,6740,25335,Spring
1030,2011,5.0,5,Agricaltural Lodging,1264,8143,Spring
1031,2011,5.0,5,Campings,686,2372,Spring
1032,2011,5.0,5,Other,559,1757,Spring
1033,2011,5.0,5,Private Lodging,836,4361,Spring
1034,2011,5.0,5,Residence,825,4464,Spring
1035,2011,5.0,6,1-2 Star Hotel,3295,12651,Spring
1036,2011,5.0,6,3 Star Hotel,21179,67639,Spring
1037,2011,5.0,6,4-5 Star Hotel,7959,31820,Spring
1038,2011,5.0,6,Agricaltural Lodging,3148,17825,Spring
1039,2011,5.0,6,Campings,1978,12700,Spring
1040,2011,5.0,6,Other,465,854,Spring
1041,2011,5.0,6,Private Lodging,944,6873,Spring
1042,2011,5.0,6,Residence,966,8822,Spring
1043,2011,5.0,7,1-2 Star Hotel,2206,7211,Spring
1044,2011,5.0,7,3 Star Hotel,7653,25094,Spring
1045,2011,5.0,7,4-5 Star Hotel,4891,19340,Spring
1046,2011,5.0,7,Agricaltural Lodging,1038,4744,Spring
1047,2011,5.0,7,Campings,2069,8309,Spring
1048,2011,5.0,7,Other,259,752,Spring
1049,2011,5.0,7,Private Lodging,551,2418,Spring
1050,2011,5.0,7,Residence,1031,5157,Spring
1051,2011,5.0,8,1-2 Star Hotel,1600,2612,Spring
1052,2011,5.0,8,3 Star Hotel,6426,13341,Spring
1053,2011,5.0,8,4-5 Star Hotel,5142,18672,Spring
1054,2011,5.0,8,Agricaltural Lodging,83,665,Spring
1055,2011,5.0,8,Campings,381,804,Spring
1056,2011,5.0,8,Other,74,104,Spring
1057,2011,5.0,8,Private Lodging,96,1237,Spring
1058,2011,5.0,8,Residence,337,2943,Spring
1059,2011,6.0,1,1-2 Star Hotel,2422,8333,Summer
1060,2011,6.0,1,3 Star Hotel,7963,15457,Summer
1061,2011,6.0,1,4-5 Star Hotel,12192,21574,Summer
1062,2011,6.0,1,Agricaltural Lodging,171,690,Summer
1063,2011,6.0,1,Campings,1434,5627,Summer
1064,2011,6.0,1,Other,1365,3408,Summer
1065,2011,6.0,1,Private Lodging,27,717,Summer
1066,2011,6.0,2,1-2 Star Hotel,11786,62097,Summer
1067,2011,6.0,2,3 Star Hotel,54646,286374,Summer
1068,2011,6.0,2,4-5 Star Hotel,45624,248068,Summer
1069,2011,6.0,2,Agricaltural Lodging,7604,49707,Summer
1070,2011,6.0,2,Campings,7143,38711,Summer
1071,2011,6.0,2,Other,1672,4697,Summer
1072,2011,6.0,2,Private Lodging,5885,38186,Summer
1073,2011,6.0,2,Residence,10900,81697,Summer
1074,2011,6.0,3,1-2 Star Hotel,5727,22928,Summer
1075,2011,6.0,3,3 Star Hotel,21301,87945,Summer
1076,2011,6.0,3,4-5 Star Hotel,13083,56439,Summer
1077,2011,6.0,3,Agricaltural Lodging,3652,20350,Summer
1078,2011,6.0,3,Campings,2038,3480,Summer
1079,2011,6.0,3,Other,2685,6042,Summer
1080,2011,6.0,3,Private Lodging,1483,7862,Summer
1081,2011,6.0,3,Residence,1415,13072,Summer
1082,2011,6.0,4,1-2 Star Hotel,10162,41147,Summer
1083,2011,6.0,4,3 Star Hotel,38109,141961,Summer
1084,2011,6.0,4,4-5 Star Hotel,31371,132419,Summer
1085,2011,6.0,4,Agricaltural Lodging,6493,38687,Summer
1086,2011,6.0,4,Campings,6491,28911,Summer
1087,2011,6.0,4,Other,4306,12289,Summer
1088,2011,6.0,4,Private Lodging,4101,23460,Summer
1089,2011,6.0,4,Residence,7447,41051,Summer
1090,2011,6.0,5,1-2 Star Hotel,4483,18754,Summer
1091,2011,6.0,5,3 Star Hotel,26661,122905,Summer
1092,2011,6.0,5,4-5 Star Hotel,23491,110048,Summer
1093,2011,6.0,5,Agricaltural Lodging,4217,28202,Summer
1094,2011,6.0,5,Campings,2016,9489,Summer
1095,2011,6.0,5,Other,1139,4470,Summer
1096,2011,6.0,5,Private Lodging,3682,21954,Summer
1097,2011,6.0,5,Residence,3327,21607,Summer
1098,2011,6.0,6,1-2 Star Hotel,5290,19695,Summer
1099,2011,6.0,6,3 Star Hotel,27858,98834,Summer
1100,2011,6.0,6,4-5 Star Hotel,9726,44457,Summer
1101,2011,6.0,6,Agricaltural Lodging,6579,38262,Summer
1102,2011,6.0,6,Campings,4150,23103,Summer
1103,2011,6.0,6,Other,552,1863,Summer
1104,2011,6.0,6,Private Lodging,2312,13184,Summer
1105,2011,6.0,6,Residence,1774,14768,Summer
1106,2011,6.0,7,1-2 Star Hotel,5483,17102,Summer
1107,2011,6.0,7,3 Star Hotel,17178,61449,Summer
1108,2011,6.0,7,4-5 Star Hotel,7811,31619,Summer
1109,2011,6.0,7,Agricaltural Lodging,2211,13335,Summer
1110,2011,6.0,7,Campings,5426,23367,Summer
1111,2011,6.0,7,Other,1122,1630,Summer
1112,2011,6.0,7,Private Lodging,1376,6918,Summer
1113,2011,6.0,7,Residence,3973,20030,Summer
1114,2011,6.0,8,1-2 Star Hotel,2935,5776,Summer
1115,2011,6.0,8,3 Star Hotel,9068,25960,Summer
1116,2011,6.0,8,4-5 Star Hotel,8289,36910,Summer
1117,2011,6.0,8,Agricaltural Lodging,325,1909,Summer
1118,2011,6.0,8,Campings,837,1857,Summer
1119,2011,6.0,8,Other,367,500,Summer
1120,2011,6.0,8,Private Lodging,212,1483,Summer
1121,2011,6.0,8,Residence,587,4426,Summer
1122,2011,7.0,1,1-2 Star Hotel,2779,8688,Summer
1123,2011,7.0,1,3 Star Hotel,8772,16291,Summer
1124,2011,7.0,1,4-5 Star Hotel,13649,23538,Summer
1125,2011,7.0,1,Agricaltural Lodging,178,807,Summer
1126,2011,7.0,1,Campings,1603,6020,Summer
1127,2011,7.0,1,Other,1727,4006,Summer
1128,2011,7.0,1,Private Lodging,20,737,Summer
1129,2011,7.0,2,1-2 Star Hotel,12260,65001,Summer
1130,2011,7.0,2,3 Star Hotel,58630,312220,Summer
1131,2011,7.0,2,4-5 Star Hotel,49347,277375,Summer
1132,2011,7.0,2,Agricaltural Lodging,9040,64074,Summer
1133,2011,7.0,2,Campings,8854,53422,Summer
1134,2011,7.0,2,Other,4199,8715,Summer
1135,2011,7.0,2,Private Lodging,6971,47234,Summer
1136,2011,7.0,2,Residence,12614,99832,Summer
1137,2011,7.0,3,1-2 Star Hotel,9825,55229,Summer
1138,2011,7.0,3,3 Star Hotel,26340,120023,Summer
1139,2011,7.0,3,4-5 Star Hotel,15343,71759,Summer
1140,2011,7.0,3,Agricaltural Lodging,5951,40964,Summer
1141,2011,7.0,3,Campings,3898,7209,Summer
1142,2011,7.0,3,Other,5660,17277,Summer
1143,2011,7.0,3,Private Lodging,2473,15594,Summer
1144,2011,7.0,3,Residence,2326,19600,Summer
1145,2011,7.0,4,1-2 Star Hotel,27902,155647,Summer
1146,2011,7.0,4,3 Star Hotel,73052,374771,Summer
1147,2011,7.0,4,4-5 Star Hotel,47336,246843,Summer
1148,2011,7.0,4,Agricaltural Lodging,16019,122910,Summer
1149,2011,7.0,4,Campings,15671,81758,Summer
1150,2011,7.0,4,Other,14111,38328,Summer
1151,2011,7.0,4,Private Lodging,18276,130307,Summer
1152,2011,7.0,4,Residence,20082,143913,Summer
1153,2011,7.0,5,1-2 Star Hotel,8363,44533,Summer
1154,2011,7.0,5,3 Star Hotel,42732,232686,Summer
1155,2011,7.0,5,4-5 Star Hotel,35618,201447,Summer
1156,2011,7.0,5,Agricaltural Lodging,7048,53750,Summer
1157,2011,7.0,5,Campings,3069,16877,Summer
1158,2011,7.0,5,Other,2039,9077,Summer
1159,2011,7.0,5,Private Lodging,10888,78992,Summer
1160,2011,7.0,5,Residence,7312,57063,Summer
1161,2011,7.0,6,1-2 Star Hotel,6375,27360,Summer
1162,2011,7.0,6,3 Star Hotel,30122,112406,Summer
1163,2011,7.0,6,4-5 Star Hotel,10767,50988,Summer
1164,2011,7.0,6,Agricaltural Lodging,7222,50139,Summer
1165,2011,7.0,6,Campings,5718,33057,Summer
1166,2011,7.0,6,Other,671,2574,Summer
1167,2011,7.0,6,Private Lodging,2364,16201,Summer
1168,2011,7.0,6,Residence,1788,16732,Summer
1169,2011,7.0,7,1-2 Star Hotel,8032,27432,Summer
1170,2011,7.0,7,3 Star Hotel,23269,96129,Summer
1171,2011,7.0,7,4-5 Star Hotel,11104,54427,Summer
1172,2011,7.0,7,Agricaltural Lodging,3483,23935,Summer
1173,2011,7.0,7,Campings,9730,50866,Summer
1174,2011,7.0,7,Other,5163,7147,Summer
1175,2011,7.0,7,Private Lodging,2507,15425,Summer
1176,2011,7.0,7,Residence,6158,40170,Summer
1177,2011,7.0,8,1-2 Star Hotel,6224,18676,Summer
1178,2011,7.0,8,3 Star Hotel,11874,47217,Summer
1179,2011,7.0,8,4-5 Star Hotel,10736,52022,Summer
1180,2011,7.0,8,Agricaltural Lodging,1123,7606,Summer
1181,2011,7.0,8,Campings,1820,5493,Summer
1182,2011,7.0,8,Other,1146,7321,Summer
1183,2011,7.0,8,Private Lodging,671,4203,Summer
1184,2011,7.0,8,Residence,1148,8864,Summer
1185,2011,8.0,1,1-2 Star Hotel,2777,8626,Summer
1186,2011,8.0,1,3 Star Hotel,9434,20160,Summer
1187,2011,8.0,1,4-5 Star Hotel,13613,26372,Summer
1188,2011,8.0,1,Agricaltural Lodging,221,998,Summer
1189,2011,8.0,1,Campings,1381,6917,Summer
1190,2011,8.0,1,Other,1803,4214,Summer
1191,2011,8.0,1,Private Lodging,21,472,Summer
1192,2011,8.0,2,1-2 Star Hotel,17266,93501,Summer
1193,2011,8.0,2,3 Star Hotel,66428,385759,Summer
1194,2011,8.0,2,4-5 Star Hotel,50568,316716,Summer
1195,2011,8.0,2,Agricaltural Lodging,10577,84396,Summer
1196,2011,8.0,2,Campings,9102,59475,Summer
1197,2011,8.0,2,Other,5167,12045,Summer
1198,2011,8.0,2,Private Lodging,9121,64689,Summer
1199,2011,8.0,2,Residence,13496,124250,Summer
1200,2011,8.0,3,1-2 Star Hotel,11197,70947,Summer
1201,2011,8.0,3,3 Star Hotel,29431,160102,Summer
1202,2011,8.0,3,4-5 Star Hotel,15675,87191,Summer
1203,2011,8.0,3,Agricaltural Lodging,6796,57641,Summer
1204,2011,8.0,3,Campings,3613,8773,Summer
1205,2011,8.0,3,Other,5187,18564,Summer
1206,2011,8.0,3,Private Lodging,3062,23545,Summer
1207,2011,8.0,3,Residence,2397,24890,Summer
1208,2011,8.0,4,1-2 Star Hotel,29795,200778,Summer
1209,2011,8.0,4,3 Star Hotel,79428,473855,Summer
1210,2011,8.0,4,4-5 Star Hotel,49446,298576,Summer
1211,2011,8.0,4,Agricaltural Lodging,16163,164380,Summer
1212,2011,8.0,4,Campings,18551,122037,Summer
1213,2011,8.0,4,Other,15807,42049,Summer
1214,2011,8.0,4,Private Lodging,21316,201456,Summer
1215,2011,8.0,4,Residence,20772,195751,Summer
1216,2011,8.0,5,1-2 Star Hotel,11175,65363,Summer
1217,2011,8.0,5,3 Star Hotel,48845,294231,Summer
1218,2011,8.0,5,4-5 Star Hotel,36910,236830,Summer
1219,2011,8.0,5,Agricaltural Lodging,7209,71439,Summer
1220,2011,8.0,5,Campings,3219,19730,Summer
1221,2011,8.0,5,Other,1834,9756,Summer
1222,2011,8.0,5,Private Lodging,12489,120988,Summer
1223,2011,8.0,5,Residence,8230,83791,Summer
1224,2011,8.0,6,1-2 Star Hotel,7765,41562,Summer
1225,2011,8.0,6,3 Star Hotel,31486,135279,Summer
1226,2011,8.0,6,4-5 Star Hotel,10301,59079,Summer
1227,2011,8.0,6,Agricaltural Lodging,8465,67766,Summer
1228,2011,8.0,6,Campings,5805,38570,Summer
1229,2011,8.0,6,Other,517,3318,Summer
1230,2011,8.0,6,Private Lodging,3484,23663,Summer
1231,2011,8.0,6,Residence,2109,20923,Summer
1232,2011,8.0,7,1-2 Star Hotel,10139,41519,Summer
1233,2011,8.0,7,3 Star Hotel,26084,125588,Summer
1234,2011,8.0,7,4-5 Star Hotel,11982,65569,Summer
1235,2011,8.0,7,Agricaltural Lodging,3877,32802,Summer
1236,2011,8.0,7,Campings,11184,67166,Summer
1237,2011,8.0,7,Other,6804,10086,Summer
1238,2011,8.0,7,Private Lodging,3364,25298,Summer
1239,2011,8.0,7,Residence,5784,49777,Summer
1240,2011,8.0,8,1-2 Star Hotel,7027,25683,Summer
1241,2011,8.0,8,3 Star Hotel,13441,61136,Summer
1242,2011,8.0,8,4-5 Star Hotel,11279,65293,Summer
1243,2011,8.0,8,Agricaltural Lodging,1662,14825,Summer
1244,2011,8.0,8,Campings,2563,10280,Summer
1245,2011,8.0,8,Other,1759,11351,Summer
1246,2011,8.0,8,Private Lodging,1184,8378,Summer
1247,2011,8.0,8,Residence,1189,12602,Summer
1248,2011,9.0,1,1-2 Star Hotel,2733,9893,Autumn
1249,2011,9.0,1,3 Star Hotel,10081,20455,Autumn
1250,2011,9.0,1,4-5 Star Hotel,15148,27282,Autumn
1251,2011,9.0,1,Agricaltural Lodging,194,916,Autumn
1252,2011,9.0,1,Campings,937,5310,Autumn
1253,2011,9.0,1,Other,1255,4015,Autumn
1254,2011,9.0,1,Private Lodging,26,596,Autumn
1255,2011,9.0,2,1-2 Star Hotel,14881,85045,Autumn
1256,2011,9.0,2,3 Star Hotel,60018,339964,Autumn
1257,2011,9.0,2,4-5 Star Hotel,47681,267869,Autumn
1258,2011,9.0,2,Agricaltural Lodging,8209,60274,Autumn
1259,2011,9.0,2,Campings,6542,43690,Autumn
1260,2011,9.0,2,Other,3010,7005,Autumn
1261,2011,9.0,2,Private Lodging,7666,53537,Autumn
1262,2011,9.0,2,Residence,11225,93235,Autumn
1263,2011,9.0,3,1-2 Star Hotel,7258,30008,Autumn
1264,2011,9.0,3,3 Star Hotel,26558,111935,Autumn
1265,2011,9.0,3,4-5 Star Hotel,15199,66141,Autumn
1266,2011,9.0,3,Agricaltural Lodging,3574,23338,Autumn
1267,2011,9.0,3,Campings,1626,3510,Autumn
1268,2011,9.0,3,Other,2965,7282,Autumn
1269,2011,9.0,3,Private Lodging,1844,10248,Autumn
1270,2011,9.0,3,Residence,1415,13088,Autumn
1271,2011,9.0,4,1-2 Star Hotel,11944,61363,Autumn
1272,2011,9.0,4,3 Star Hotel,47243,210578,Autumn
1273,2011,9.0,4,4-5 Star Hotel,35065,165214,Autumn
1274,2011,9.0,4,Agricaltural Lodging,5358,46324,Autumn
1275,2011,9.0,4,Campings,6888,34531,Autumn
1276,2011,9.0,4,Other,7225,15558,Autumn
1277,2011,9.0,4,Private Lodging,5011,39391,Autumn
1278,2011,9.0,4,Residence,7834,56720,Autumn
1279,2011,9.0,5,1-2 Star Hotel,5502,25574,Autumn
1280,2011,9.0,5,3 Star Hotel,33486,165673,Autumn
1281,2011,9.0,5,4-5 Star Hotel,28040,147467,Autumn
1282,2011,9.0,5,Agricaltural Lodging,3462,27463,Autumn
1283,2011,9.0,5,Campings,2191,12044,Autumn
1284,2011,9.0,5,Other,1169,3635,Autumn
1285,2011,9.0,5,Private Lodging,4141,32153,Autumn
1286,2011,9.0,5,Residence,3246,26426,Autumn
1287,2011,9.0,6,1-2 Star Hotel,6596,28983,Autumn
1288,2011,9.0,6,3 Star Hotel,32770,118275,Autumn
1289,2011,9.0,6,4-5 Star Hotel,10264,49689,Autumn
1290,2011,9.0,6,Agricaltural Lodging,6729,46734,Autumn
1291,2011,9.0,6,Campings,4149,25106,Autumn
1292,2011,9.0,6,Other,559,2015,Autumn
1293,2011,9.0,6,Private Lodging,3001,18310,Autumn
1294,2011,9.0,6,Residence,1803,16992,Autumn
1295,2011,9.0,7,1-2 Star Hotel,6697,24926,Autumn
1296,2011,9.0,7,3 Star Hotel,21425,84477,Autumn
1297,2011,9.0,7,4-5 Star Hotel,9745,43151,Autumn
1298,2011,9.0,7,Agricaltural Lodging,2053,14365,Autumn
1299,2011,9.0,7,Campings,6731,31891,Autumn
1300,2011,9.0,7,Other,3292,4666,Autumn
1301,2011,9.0,7,Private Lodging,1760,10838,Autumn
1302,2011,9.0,7,Residence,3779,22790,Autumn
1303,2011,9.0,8,1-2 Star Hotel,3781,9036,Autumn
1304,2011,9.0,8,3 Star Hotel,11914,36173,Autumn
1305,2011,9.0,8,4-5 Star Hotel,10461,42547,Autumn
1306,2011,9.0,8,Agricaltural Lodging,343,2949,Autumn
1307,2011,9.0,8,Campings,817,2911,Autumn
1308,2011,9.0,8,Other,432,1842,Autumn
1309,2011,9.0,8,Private Lodging,360,2267,Autumn
1310,2011,9.0,8,Residence,621,5170,Autumn
1311,2011,10.0,1,1-2 Star Hotel,2226,8890,Autumn
1312,2011,10.0,1,3 Star Hotel,8092,16170,Autumn
1313,2011,10.0,1,4-5 Star Hotel,13052,24689,Autumn
1314,2011,10.0,1,Agricaltural Lodging,173,839,Autumn
1315,2011,10.0,1,Campings,891,4277,Autumn
1316,2011,10.0,1,Other,1155,3210,Autumn
1317,2011,10.0,1,Private Lodging,24,703,Autumn
1318,2011,10.0,2,1-2 Star Hotel,10370,56707,Autumn
1319,2011,10.0,2,3 Star Hotel,57022,278673,Autumn
1320,2011,10.0,2,4-5 Star Hotel,54981,267802,Autumn
1321,2011,10.0,2,Agricaltural Lodging,6933,43230,Autumn
1322,2011,10.0,2,Campings,6366,36694,Autumn
1323,2011,10.0,2,Other,1197,2328,Autumn
1324,2011,10.0,2,Private Lodging,5256,34156,Autumn
1325,2011,10.0,2,Residence,11465,75067,Autumn
1326,2011,10.0,3,1-2 Star Hotel,5621,22588,Autumn
1327,2011,10.0,3,3 Star Hotel,23799,84732,Autumn
1328,2011,10.0,3,4-5 Star Hotel,15215,57833,Autumn
1329,2011,10.0,3,Agricaltural Lodging,3352,15450,Autumn
1330,2011,10.0,3,Campings,754,2038,Autumn
1331,2011,10.0,3,Other,2510,5907,Autumn
1332,2011,10.0,3,Private Lodging,1131,5428,Autumn
1333,2011,10.0,3,Residence,1190,11461,Autumn
1334,2011,10.0,4,1-2 Star Hotel,4046,16356,Autumn
1335,2011,10.0,4,3 Star Hotel,23104,78812,Autumn
1336,2011,10.0,4,4-5 Star Hotel,25658,97714,Autumn
1337,2011,10.0,4,Agricaltural Lodging,2227,13481,Autumn
1338,2011,10.0,4,Campings,3181,13318,Autumn
1339,2011,10.0,4,Other,1061,2612,Autumn
1340,2011,10.0,4,Private Lodging,950,5313,Autumn
1341,2011,10.0,4,Residence,3105,16145,Autumn
1342,2011,10.0,5,1-2 Star Hotel,2819,12008,Autumn
1343,2011,10.0,5,3 Star Hotel,17410,74417,Autumn
1344,2011,10.0,5,4-5 Star Hotel,18946,81337,Autumn
1345,2011,10.0,5,Agricaltural Lodging,3307,19148,Autumn
1346,2011,10.0,5,Campings,1186,6513,Autumn
1347,2011,10.0,5,Other,953,2145,Autumn
1348,2011,10.0,5,Private Lodging,1840,10339,Autumn
1349,2011,10.0,5,Residence,1808,10286,Autumn
1350,2011,10.0,6,1-2 Star Hotel,4615,20112,Autumn
1351,2011,10.0,6,3 Star Hotel,26904,88714,Autumn
1352,2011,10.0,6,4-5 Star Hotel,10379,42891,Autumn
1353,2011,10.0,6,Agricaltural Lodging,5194,28532,Autumn
1354,2011,10.0,6,Campings,1864,12543,Autumn
1355,2011,10.0,6,Other,182,789,Autumn
1356,2011,10.0,6,Private Lodging,1744,11795,Autumn
1357,2011,10.0,6,Residence,1317,12080,Autumn
1358,2011,10.0,7,1-2 Star Hotel,3003,11852,Autumn
1359,2011,10.0,7,3 Star Hotel,15525,58023,Autumn
1360,2011,10.0,7,4-5 Star Hotel,8040,31436,Autumn
1361,2011,10.0,7,Agricaltural Lodging,1599,8092,Autumn
1362,2011,10.0,7,Campings,2816,12115,Autumn
1363,2011,10.0,7,Other,699,1476,Autumn
1364,2011,10.0,7,Private Lodging,878,4983,Autumn
1365,2011,10.0,7,Residence,4261,18383,Autumn
1366,2011,10.0,8,1-2 Star Hotel,2153,4851,Autumn
1367,2011,10.0,8,3 Star Hotel,10107,25644,Autumn
1368,2011,10.0,8,4-5 Star Hotel,11043,41053,Autumn
1369,2011,10.0,8,Agricaltural Lodging,133,1209,Autumn
1370,2011,10.0,8,Campings,276,881,Autumn
1371,2011,10.0,8,Other,80,127,Autumn
1372,2011,10.0,8,Private Lodging,230,1358,Autumn
1373,2011,10.0,8,Residence,482,3546,Autumn
1374,2011,11.0,1,1-2 Star Hotel,1494,6941,Autumn
1375,2011,11.0,1,3 Star Hotel,6308,11692,Autumn
1376,2011,11.0,1,4-5 Star Hotel,8524,14672,Autumn
1377,2011,11.0,1,Agricaltural Lodging,83,388,Autumn
1378,2011,11.0,1,Campings,50,183,Autumn
1379,2011,11.0,1,Other,794,2140,Autumn
1380,2011,11.0,1,Private Lodging,29,565,Autumn
1381,2011,11.0,2,1-2 Star Hotel,1282,7669,Autumn
1382,2011,11.0,2,3 Star Hotel,11871,38518,Autumn
1383,2011,11.0,2,4-5 Star Hotel,19100,77582,Autumn
1384,2011,11.0,2,Agricaltural Lodging,461,3914,Autumn
1385,2011,11.0,2,Campings,183,1842,Autumn
1386,2011,11.0,2,Other,463,992,Autumn
1387,2011,11.0,2,Private Lodging,487,4209,Autumn
1388,2011,11.0,2,Residence,1023,10200,Autumn
1389,2011,11.0,3,1-2 Star Hotel,1443,6260,Autumn
1390,2011,11.0,3,3 Star Hotel,5801,13789,Autumn
1391,2011,11.0,3,4-5 Star Hotel,5076,12329,Autumn
1392,2011,11.0,3,Agricaltural Lodging,634,2906,Autumn
1393,2011,11.0,3,Campings,83,251,Autumn
1394,2011,11.0,3,Other,1568,3212,Autumn
1395,2011,11.0,3,Private Lodging,219,1214,Autumn
1396,2011,11.0,3,Residence,280,6632,Autumn
1397,2011,11.0,4,1-2 Star Hotel,1502,5842,Autumn
1398,2011,11.0,4,3 Star Hotel,3037,6904,Autumn
1399,2011,11.0,4,4-5 Star Hotel,7976,22537,Autumn
1400,2011,11.0,4,Agricaltural Lodging,460,2991,Autumn
1401,2011,11.0,4,Campings,343,1711,Autumn
1402,2011,11.0,4,Other,76,310,Autumn
1403,2011,11.0,4,Private Lodging,376,2433,Autumn
1404,2011,11.0,4,Residence,438,3398,Autumn
1405,2011,11.0,5,1-2 Star Hotel,623,2401,Autumn
1406,2011,11.0,5,3 Star Hotel,2074,6199,Autumn
1407,2011,11.0,5,4-5 Star Hotel,6089,22199,Autumn
1408,2011,11.0,5,Agricaltural Lodging,515,2974,Autumn
1409,2011,11.0,5,Campings,0,33,Autumn
1410,2011,11.0,5,Other,687,1554,Autumn
1411,2011,11.0,5,Private Lodging,293,1587,Autumn
1412,2011,11.0,5,Residence,213,2157,Autumn
1413,2011,11.0,6,1-2 Star Hotel,1157,5855,Autumn
1414,2011,11.0,6,3 Star Hotel,9507,19612,Autumn
1415,2011,11.0,6,4-5 Star Hotel,1900,6665,Autumn
1416,2011,11.0,6,Agricaltural Lodging,541,4647,Autumn
1417,2011,11.0,6,Campings,14,246,Autumn
1418,2011,11.0,6,Other,25,189,Autumn
1419,2011,11.0,6,Private Lodging,273,4514,Autumn
1420,2011,11.0,6,Residence,274,5996,Autumn
1421,2011,11.0,7,1-2 Star Hotel,766,3150,Autumn
1422,2011,11.0,7,3 Star Hotel,4798,15839,Autumn
1423,2011,11.0,7,4-5 Star Hotel,1623,6721,Autumn
1424,2011,11.0,7,Agricaltural Lodging,172,985,Autumn
1425,2011,11.0,7,Campings,74,604,Autumn
1426,2011,11.0,7,Other,268,434,Autumn
1427,2011,11.0,7,Private Lodging,217,1510,Autumn
1428,2011,11.0,7,Residence,2419,9350,Autumn
1429,2011,11.0,8,1-2 Star Hotel,844,2093,Autumn
1430,2011,11.0,8,3 Star Hotel,4159,7551,Autumn
1431,2011,11.0,8,4-5 Star Hotel,3661,11839,Autumn
1432,2011,11.0,8,Agricaltural Lodging,65,600,Autumn
1433,2011,11.0,8,Campings,41,48,Autumn
1434,2011,11.0,8,Other,36,45,Autumn
1435,2011,11.0,8,Private Lodging,91,1025,Autumn
1436,2011,11.0,8,Residence,270,2110,Autumn
1437,2011,12.0,1,1-2 Star Hotel,1949,7303,Winter
1438,2011,12.0,1,3 Star Hotel,8901,18051,Winter
1439,2011,12.0,1,4-5 Star Hotel,13321,24490,Winter
1440,2011,12.0,1,Agricaltural Lodging,195,728,Winter
1441,2011,12.0,1,Other,1055,2453,Winter
1442,2011,12.0,1,Private Lodging,30,564,Winter
1443,2011,12.0,2,1-2 Star Hotel,3732,11913,Winter
1444,2011,12.0,2,3 Star Hotel,24854,64425,Winter
1445,2011,12.0,2,4-5 Star Hotel,22502,71992,Winter
1446,2011,12.0,2,Agricaltural Lodging,2893,9223,Winter
1447,2011,12.0,2,Other,1868,5139,Winter
1448,2011,12.0,2,Private Lodging,2545,8907,Winter
1449,2011,12.0,2,Residence,4135,17274,Winter
1450,2011,12.0,3,1-2 Star Hotel,5842,19469,Winter
1451,2011,12.0,3,3 Star Hotel,19743,60990,Winter
1452,2011,12.0,3,4-5 Star Hotel,12518,41092,Winter
1453,2011,12.0,3,Agricaltural Lodging,3470,13124,Winter
1454,2011,12.0,3,Campings,431,957,Winter
1455,2011,12.0,3,Other,2640,6010,Winter
1456,2011,12.0,3,Private Lodging,1453,6027,Winter
1457,2011,12.0,3,Residence,1617,10551,Winter
1458,2011,12.0,4,1-2 Star Hotel,20257,82904,Winter
1459,2011,12.0,4,3 Star Hotel,57387,224942,Winter
1460,2011,12.0,4,4-5 Star Hotel,43329,173059,Winter
1461,2011,12.0,4,Agricaltural Lodging,11012,48162,Winter
1462,2011,12.0,4,Campings,6125,25982,Winter
1463,2011,12.0,4,Other,2057,7230,Winter
1464,2011,12.0,4,Private Lodging,16144,72098,Winter
1465,2011,12.0,4,Residence,20068,91543,Winter
1466,2011,12.0,5,1-2 Star Hotel,5956,21988,Winter
1467,2011,12.0,5,3 Star Hotel,30508,118441,Winter
