,Year,Month,district_c,Category,Arrivals,Present,Season
493,2010,8.0,8,4-5 Star Hotel,11237,63396,Summer
494,2010,8.0,8,Agricaltural Lodging,1429,13151,Summer
495,2010,8.0,8,Campings,2039,8763,Summer
496,2010,8.0,8,Other,1683,11551,Summer
497,2010,8.0,8,Private Lodging,1049,8234,Summer
498,2010,8.0,8,Residence,1286,12922,Summer
499,2010,9.0,1,1-2 Star Hotel,2661,9496,Autumn
500,2010,9.0,1,3 Star Hotel,9664,19477,Autumn
501,2010,9.0,1,4-5 Star Hotel,14199,26549,Autumn
502,2010,9.0,1,Agricaltural Lodging,201,1044,Autumn
503,2010,9.0,1,Campings,874,5267,Autumn
504,2010,9.0,1,Other,1306,2654,Autumn
505,2010,9.0,1,Private Lodging,21,466,Autumn
506,2010,9.0,2,1-2 Star Hotel,14251,86973,Autumn
507,2010,9.0,2,3 Star Hotel,56515,330914,Autumn
508,2010,9.0,2,4-5 Star Hotel,46003,257798,Autumn
509,2010,9.0,2,Agricaltural Lodging,7557,59552,Autumn
510,2010,9.0,2,Campings,6323,43202,Autumn
511,2010,9.0,2,Other,2574,7151,Autumn
512,2010,9.0,2,Private Lodging,7153,53206,Autumn
513,2010,9.0,2,Residence,10903,92777,Autumn
514,2010,9.0,3,1-2 Star Hotel,6725,29272,Autumn
515,2010,9.0,3,3 Star Hotel,24641,107514,Autumn
516,2010,9.0,3,4-5 Star Hotel,14186,65707,Autumn
517,2010,9.0,3,Agricaltural Lodging,3009,21650,Autumn
518,2010,9.0,3,Campings,1580,3346,Autumn
519,2010,9.0,3,Other,3070,7378,Autumn
520,2010,9.0,3,Private Lodging,1516,10091,Autumn
521,2010,9.0,3,Residence,1183,12043,Autumn
522,2010,9.0,4,1-2 Star Hotel,10724,57732,Autumn
523,2010,9.0,4,3 Star Hotel,42223,201000,Autumn
524,2010,9.0,4,4-5 Star Hotel,32915,158476,Autumn
525,2010,9.0,4,Agricaltural Lodging,4664,44331,Autumn
526,2010,9.0,4,Campings,5287,27404,Autumn
527,2010,9.0,4,Other,6860,14483,Autumn
528,2010,9.0,4,Private Lodging,4851,41094,Autumn
529,2010,9.0,4,Residence,6846,53329,Autumn
530,2010,9.0,5,1-2 Star Hotel,4901,26569,Autumn
531,2010,9.0,5,3 Star Hotel,29083,153535,Autumn
532,2010,9.0,5,4-5 Star Hotel,25125,137899,Autumn
533,2010,9.0,5,Agricaltural Lodging,3179,28346,Autumn
534,2010,9.0,5,Campings,1817,10402,Autumn
535,2010,9.0,5,Other,986,3180,Autumn
536,2010,9.0,5,Private Lodging,3897,31838,Autumn
537,2010,9.0,5,Residence,2752,25610,Autumn
538,2010,9.0,6,1-2 Star Hotel,6144,28263,Autumn
539,2010,9.0,6,3 Star Hotel,30377,116699,Autumn
540,2010,9.0,6,4-5 Star Hotel,8726,44636,Autumn
541,2010,9.0,6,Agricaltural Lodging,6269,45149,Autumn
542,2010,9.0,6,Campings,3816,26629,Autumn
543,2010,9.0,6,Other,367,1539,Autumn
544,2010,9.0,6,Private Lodging,2761,17554,Autumn
545,2010,9.0,6,Residence,1752,16326,Autumn
546,2010,9.0,7,1-2 Star Hotel,5483,21976,Autumn
547,2010,9.0,7,3 Star Hotel,17768,78248,Autumn
548,2010,9.0,7,4-5 Star Hotel,7717,36353,Autumn
549,2010,9.0,7,Agricaltural Lodging,1807,13510,Autumn
550,2010,9.0,7,Campings,5463,26122,Autumn
551,2010,9.0,7,Other,1973,3802,Autumn
552,2010,9.0,7,Private Lodging,1651,10899,Autumn
553,2010,9.0,7,Residence,3929,24670,Autumn
554,2010,9.0,8,1-2 Star Hotel,3589,9040,Autumn
555,2010,9.0,8,3 Star Hotel,10593,33017,Autumn
556,2010,9.0,8,4-5 Star Hotel,9178,40309,Autumn
557,2010,9.0,8,Agricaltural Lodging,260,2544,Autumn
558,2010,9.0,8,Campings,610,2113,Autumn
559,2010,9.0,8,Other,455,3678,Autumn
560,2010,9.0,8,Private Lodging,238,2098,Autumn
561,2010,9.0,8,Residence,806,4474,Autumn
562,2010,10.0,1,1-2 Star Hotel,1503,7584,Autumn
563,2010,10.0,1,3 Star Hotel,8584,17835,Autumn
564,2010,10.0,1,4-5 Star Hotel,12419,23758,Autumn
565,2010,10.0,1,Agricaltural Lodging,184,862,Autumn
566,2010,10.0,1,Campings,821,4139,Autumn
567,2010,10.0,1,Other,1095,2744,Autumn
568,2010,10.0,1,Private Lodging,28,742,Autumn
569,2010,10.0,2,1-2 Star Hotel,10634,59117,Autumn
570,2010,10.0,2,3 Star Hotel,54439,267302,Autumn
571,2010,10.0,2,4-5 Star Hotel,53281,250655,Autumn
572,2010,10.0,2,Agricaltural Lodging,6614,41822,Autumn
573,2010,10.0,2,Campings,5729,34613,Autumn
574,2010,10.0,2,Other,1040,2070,Autumn
575,2010,10.0,2,Private Lodging,4997,32514,Autumn
576,2010,10.0,2,Residence,11137,75047,Autumn
577,2010,10.0,3,1-2 Star Hotel,5708,21305,Autumn
578,2010,10.0,3,3 Star Hotel,22606,80815,Autumn
579,2010,10.0,3,4-5 Star Hotel,14484,54187,Autumn
580,2010,10.0,3,Agricaltural Lodging,2749,12932,Autumn
581,2010,10.0,3,Campings,862,1937,Autumn
582,2010,10.0,3,Other,2488,5445,Autumn
583,2010,10.0,3,Private Lodging,1030,4900,Autumn
584,2010,10.0,3,Residence,1024,9814,Autumn
585,2010,10.0,4,1-2 Star Hotel,3966,17688,Autumn
586,2010,10.0,4,3 Star Hotel,22375,75402,Autumn
587,2010,10.0,4,4-5 Star Hotel,25165,93602,Autumn
588,2010,10.0,4,Agricaltural Lodging,1824,11934,Autumn
589,2010,10.0,4,Campings,2818,11002,Autumn
590,2010,10.0,4,Other,1368,3106,Autumn
591,2010,10.0,4,Private Lodging,991,7555,Autumn
592,2010,10.0,4,Residence,2731,15641,Autumn
593,2010,10.0,5,1-2 Star Hotel,2380,11977,Autumn
594,2010,10.0,5,3 Star Hotel,17019,72009,Autumn
595,2010,10.0,5,4-5 Star Hotel,17534,72733,Autumn
596,2010,10.0,5,Agricaltural Lodging,2882,19081,Autumn
597,2010,10.0,5,Campings,1282,6614,Autumn
598,2010,10.0,5,Other,783,1905,Autumn
599,2010,10.0,5,Private Lodging,1671,11263,Autumn
600,2010,10.0,5,Residence,1719,10196,Autumn
601,2010,10.0,6,1-2 Star Hotel,5113,18723,Autumn
602,2010,10.0,6,3 Star Hotel,27834,86576,Autumn
603,2010,10.0,6,4-5 Star Hotel,10058,40317,Autumn
604,2010,10.0,6,Agricaltural Lodging,4928,27040,Autumn
605,2010,10.0,6,Campings,1892,13252,Autumn
606,2010,10.0,6,Other,211,649,Autumn
607,2010,10.0,6,Private Lodging,1744,11107,Autumn
608,2010,10.0,6,Residence,1360,11890,Autumn
609,2010,10.0,7,1-2 Star Hotel,2724,11461,Autumn
610,2010,10.0,7,3 Star Hotel,14583,52632,Autumn
611,2010,10.0,7,4-5 Star Hotel,6474,25088,Autumn
612,2010,10.0,7,Agricaltural Lodging,1672,8544,Autumn
613,2010,10.0,7,Campings,2792,12472,Autumn
614,2010,10.0,7,Other,413,842,Autumn
615,2010,10.0,7,Private Lodging,814,5574,Autumn
616,2010,10.0,7,Residence,4228,17353,Autumn
617,2010,10.0,8,1-2 Star Hotel,1972,4459,Autumn
618,2010,10.0,8,3 Star Hotel,9070,24198,Autumn
619,2010,10.0,8,4-5 Star Hotel,9892,35900,Autumn
620,2010,10.0,8,Agricaltural Lodging,83,1035,Autumn
621,2010,10.0,8,Campings,172,363,Autumn
622,2010,10.0,8,Other,79,111,Autumn
623,2010,10.0,8,Private Lodging,172,1372,Autumn
624,2010,10.0,8,Residence,596,3573,Autumn
625,2010,11.0,1,1-2 Star Hotel,1782,7315,Autumn
626,2010,11.0,1,3 Star Hotel,6570,11956,Autumn
627,2010,11.0,1,4-5 Star Hotel,8914,15113,Autumn
628,2010,11.0,1,Agricaltural Lodging,87,397,Autumn
629,2010,11.0,1,Campings,61,194,Autumn
630,2010,11.0,1,Other,866,2695,Autumn
631,2010,11.0,1,Private Lodging,21,812,Autumn
632,2010,11.0,2,1-2 Star Hotel,2029,10173,Autumn
633,2010,11.0,2,3 Star Hotel,13512,43561,Autumn
634,2010,11.0,2,4-5 Star Hotel,21032,79419,Autumn
635,2010,11.0,2,Agricaltural Lodging,625,4788,Autumn
636,2010,11.0,2,Campings,266,2240,Autumn
637,2010,11.0,2,Other,361,726,Autumn
638,2010,11.0,2,Private Lodging,694,4890,Autumn
639,2010,11.0,2,Residence,1479,12149,Autumn
640,2010,11.0,3,1-2 Star Hotel,1518,6158,Autumn
641,2010,11.0,3,3 Star Hotel,5730,15231,Autumn
642,2010,11.0,3,4-5 Star Hotel,4940,12744,Autumn
643,2010,11.0,3,Agricaltural Lodging,592,2661,Autumn
644,2010,11.0,3,Campings,85,293,Autumn
645,2010,11.0,3,Other,1439,2896,Autumn
646,2010,11.0,3,Private Lodging,210,1220,Autumn
647,2010,11.0,3,Residence,310,5378,Autumn
648,2010,11.0,4,1-2 Star Hotel,1490,7340,Autumn
649,2010,11.0,4,3 Star Hotel,3767,8966,Autumn
650,2010,11.0,4,4-5 Star Hotel,8747,25734,Autumn
651,2010,11.0,4,Agricaltural Lodging,443,3492,Autumn
652,2010,11.0,4,Campings,419,1566,Autumn
653,2010,11.0,4,Other,80,132,Autumn
654,2010,11.0,4,Private Lodging,499,3980,Autumn
655,2010,11.0,4,Residence,367,4218,Autumn
656,2010,11.0,5,1-2 Star Hotel,614,3169,Autumn
657,2010,11.0,5,3 Star Hotel,2203,6935,Autumn
658,2010,11.0,5,4-5 Star Hotel,5984,21773,Autumn
659,2010,11.0,5,Agricaltural Lodging,479,3167,Autumn
660,2010,11.0,5,Campings,2,42,Autumn
661,2010,11.0,5,Other,746,1666,Autumn
662,2010,11.0,5,Private Lodging,218,2057,Autumn
663,2010,11.0,5,Residence,162,1536,Autumn
664,2010,11.0,6,1-2 Star Hotel,1460,5773,Autumn
665,2010,11.0,6,3 Star Hotel,9551,19854,Autumn
666,2010,11.0,6,4-5 Star Hotel,1738,7243,Autumn
667,2010,11.0,6,Agricaltural Lodging,487,3967,Autumn
668,2010,11.0,6,Campings,31,317,Autumn
669,2010,11.0,6,Other,86,187,Autumn
670,2010,11.0,6,Private Lodging,362,3945,Autumn
671,2010,11.0,6,Residence,245,5598,Autumn
672,2010,11.0,7,1-2 Star Hotel,672,3009,Autumn
673,2010,11.0,7,3 Star Hotel,5222,17447,Autumn
674,2010,11.0,7,4-5 Star Hotel,1967,7258,Autumn
675,2010,11.0,7,Agricaltural Lodging,230,961,Autumn
676,2010,11.0,7,Campings,104,575,Autumn
677,2010,11.0,7,Other,149,294,Autumn
678,2010,11.0,7,Private Lodging,233,1502,Autumn
679,2010,11.0,7,Residence,2413,10585,Autumn
680,2010,11.0,8,1-2 Star Hotel,1058,2411,Autumn
681,2010,11.0,8,3 Star Hotel,4656,8528,Autumn
682,2010,11.0,8,4-5 Star Hotel,3560,12054,Autumn
683,2010,11.0,8,Agricaltural Lodging,48,771,Autumn
684,2010,11.0,8,Campings,41,55,Autumn
685,2010,11.0,8,Other,36,101,Autumn
686,2010,11.0,8,Private Lodging,73,1242,Autumn
687,2010,11.0,8,Residence,185,1844,Autumn
688,2010,12.0,1,1-2 Star Hotel,2364,8691,Winter
689,2010,12.0,1,3 Star Hotel,9480,19367,Winter
690,2010,12.0,1,4-5 Star Hotel,13256,24637,Winter
691,2010,12.0,1,Agricaltural Lodging,187,764,Winter
692,2010,12.0,1,Other,1035,2820,Winter
693,2010,12.0,1,Private Lodging,32,624,Winter
694,2010,12.0,2,1-2 Star Hotel,3536,12276,Winter
695,2010,12.0,2,3 Star Hotel,24967,65015,Winter
696,2010,12.0,2,4-5 Star Hotel,23037,72358,Winter
697,2010,12.0,2,Agricaltural Lodging,2227,8985,Winter
698,2010,12.0,2,Campings,11,35,Winter
699,2010,12.0,2,Other,1965,6095,Winter
700,2010,12.0,2,Private Lodging,1820,8749,Winter
701,2010,12.0,2,Residence,4244,18721,Winter
702,2010,12.0,3,1-2 Star Hotel,5665,19807,Winter
703,2010,12.0,3,3 Star Hotel,19753,63776,Winter
704,2010,12.0,3,4-5 Star Hotel,12682,42630,Winter
705,2010,12.0,3,Agricaltural Lodging,3011,11568,Winter
706,2010,12.0,3,Campings,401,1104,Winter
707,2010,12.0,3,Other,2549,6229,Winter
708,2010,12.0,3,Private Lodging,1472,6024,Winter
709,2010,12.0,3,Residence,1554,10091,Winter
710,2010,12.0,4,1-2 Star Hotel,20248,88978,Winter
711,2010,12.0,4,3 Star Hotel,58407,240262,Winter
712,2010,12.0,4,4-5 Star Hotel,46751,194132,Winter
713,2010,12.0,4,Agricaltural Lodging,10080,50463,Winter
714,2010,12.0,4,Campings,6305,28930,Winter
715,2010,12.0,4,Other,2035,7520,Winter
716,2010,12.0,4,Private Lodging,15036,75909,Winter
717,2010,12.0,4,Residence,19158,99750,Winter
718,2010,12.0,5,1-2 Star Hotel,5966,24901,Winter
719,2010,12.0,5,3 Star Hotel,32122,133942,Winter
720,2010,12.0,5,4-5 Star Hotel,33050,147354,Winter
721,2010,12.0,5,Agricaltural Lodging,3278,15631,Winter
722,2010,12.0,5,Campings,643,2730,Winter
723,2010,12.0,5,Other,668,1974,Winter
724,2010,12.0,5,Private Lodging,8894,47276,Winter
725,2010,12.0,5,Residence,7121,38426,Winter
726,2010,12.0,6,1-2 Star Hotel,2103,6471,Winter
727,2010,12.0,6,3 Star Hotel,14297,32199,Winter
728,2010,12.0,6,4-5 Star Hotel,1257,3064,Winter
729,2010,12.0,6,Agricaltural Lodging,1144,4581,Winter
730,2010,12.0,6,Campings,41,123,Winter
731,2010,12.0,6,Other,118,358,Winter
732,2010,12.0,6,Private Lodging,451,4292,Winter
733,2010,12.0,6,Residence,293,4420,Winter
734,2010,12.0,7,1-2 Star Hotel,2725,10697,Winter
735,2010,12.0,7,3 Star Hotel,9460,39180,Winter
736,2010,12.0,7,4-5 Star Hotel,5019,21614,Winter
737,2010,12.0,7,Agricaltural Lodging,1136,5156,Winter
738,2010,12.0,7,Campings,510,2053,Winter
739,2010,12.0,7,Other,102,190,Winter
740,2010,12.0,7,Private Lodging,1256,6678,Winter
741,2010,12.0,7,Residence,3240,17171,Winter
742,2010,12.0,8,1-2 Star Hotel,4316,12687,Winter
743,2010,12.0,8,3 Star Hotel,13245,39095,Winter
744,2010,12.0,8,4-5 Star Hotel,10341,37502,Winter
745,2010,12.0,8,Agricaltural Lodging,936,4342,Winter
746,2010,12.0,8,Campings,518,1091,Winter
747,2010,12.0,8,Other,1096,4005,Winter
748,2010,12.0,8,Private Lodging,854,4174,Winter
749,2010,12.0,8,Residence,1388,6861,Winter
750,2011,1.0,1,1-2 Star Hotel,1369,6205,Winter
751,2011,1.0,1,3 Star Hotel,3784,8443,Winter
752,2011,1.0,1,4-5 Star Hotel,8594,16775,Winter
753,2011,1.0,1,Agricaltural Lodging,75,319,Winter
754,2011,1.0,1,Other,864,2404,Winter
755,2011,1.0,1,Private Lodging,24,501,Winter
756,2011,1.0,2,1-2 Star Hotel,1361,8249,Winter
757,2011,1.0,2,3 Star Hotel,12355,50643,Winter
758,2011,1.0,2,4-5 Star Hotel,13920,59516,Winter
759,2011,1.0,2,Agricaltural Lodging,1090,7772,Winter
760,2011,1.0,2,Other,1191,4662,Winter
761,2011,1.0,2,Private Lodging,924,7458,Winter
762,2011,1.0,2,Residence,1843,14031,Winter
763,2011,1.0,3,1-2 Star Hotel,7980,38456,Winter
764,2011,1.0,3,3 Star Hotel,21701,93194,Winter
765,2011,1.0,3,4-5 Star Hotel,13883,61891,Winter
766,2011,1.0,3,Agricaltural Lodging,2375,13852,Winter
767,2011,1.0,3,Campings,194,694,Winter
768,2011,1.0,3,Other,1876,5690,Winter
769,2011,1.0,3,Private Lodging,1357,7992,Winter
770,2011,1.0,3,Residence,1450,12244,Winter
771,2011,1.0,4,1-2 Star Hotel,32631,166726,Winter
772,2011,1.0,4,3 Star Hotel,82473,402963,Winter
773,2011,1.0,4,4-5 Star Hotel,56695,275410,Winter
774,2011,1.0,4,Agricaltural Lodging,12832,77428,Winter
775,2011,1.0,4,Campings,5579,38336,Winter
776,2011,1.0,4,Other,3793,16559,Winter
777,2011,1.0,4,Private Lodging,22373,138399,Winter
778,2011,1.0,4,Residence,26261,163963,Winter
779,2011,1.0,5,1-2 Star Hotel,8276,43227,Winter
780,2011,1.0,5,3 Star Hotel,44676,236592,Winter
781,2011,1.0,5,4-5 Star Hotel,40459,221156,Winter
782,2011,1.0,5,Agricaltural Lodging,3234,20711,Winter
783,2011,1.0,5,Campings,615,4800,Winter
784,2011,1.0,5,Other,941,2481,Winter
785,2011,1.0,5,Private Lodging,13898,87298,Winter
786,2011,1.0,5,Residence,10759,69795,Winter
787,2011,1.0,6,1-2 Star Hotel,1419,7147,Winter
788,2011,1.0,6,3 Star Hotel,7389,23837,Winter
789,2011,1.0,6,4-5 Star Hotel,754,2264,Winter
790,2011,1.0,6,Agricaltural Lodging,288,3161,Winter
791,2011,1.0,6,Other,78,256,Winter
792,2011,1.0,6,Private Lodging,144,3131,Winter
793,2011,1.0,6,Residence,179,3961,Winter
794,2011,1.0,7,1-2 Star Hotel,2969,15831,Winter
795,2011,1.0,7,3 Star Hotel,13120,68549,Winter
796,2011,1.0,7,4-5 Star Hotel,6391,32589,Winter
797,2011,1.0,7,Agricaltural Lodging,1276,6971,Winter
798,2011,1.0,7,Campings,308,2519,Winter
799,2011,1.0,7,Other,131,301,Winter
800,2011,1.0,7,Private Lodging,1368,8796,Winter
801,2011,1.0,7,Residence,5253,32126,Winter
802,2011,1.0,8,1-2 Star Hotel,5041,17894,Winter
803,2011,1.0,8,3 Star Hotel,11817,44420,Winter
804,2011,1.0,8,4-5 Star Hotel,11569,50016,Winter
805,2011,1.0,8,Agricaltural Lodging,917,5241,Winter
806,2011,1.0,8,Campings,212,887,Winter
807,2011,1.0,8,Other,368,5334,Winter
808,2011,1.0,8,Private Lodging,722,4355,Winter
809,2011,1.0,8,Residence,1114,7777,Winter
810,2011,2.0,1,1-2 Star Hotel,1143,5891,Winter
811,2011,2.0,1,3 Star Hotel,3091,4968,Winter
812,2011,2.0,1,4-5 Star Hotel,7575,12371,Winter
813,2011,2.0,1,Agricaltural Lodging,46,235,Winter
814,2011,2.0,1,Other,352,1087,Winter
815,2011,2.0,1,Private Lodging,22,526,Winter
816,2011,2.0,2,1-2 Star Hotel,953,6027,Winter
817,2011,2.0,2,3 Star Hotel,9318,36893,Winter
818,2011,2.0,2,4-5 Star Hotel,8465,31152,Winter
819,2011,2.0,2,Agricaltural Lodging,662,4292,Winter
820,2011,2.0,2,Other,1228,4222,Winter
821,2011,2.0,2,Private Lodging,699,5272,Winter
822,2011,2.0,2,Residence,1477,10558,Winter
823,2011,2.0,3,1-2 Star Hotel,7036,33145,Winter
824,2011,2.0,3,3 Star Hotel,19305,86407,Winter
825,2011,2.0,3,4-5 Star Hotel,12909,56005,Winter
826,2011,2.0,3,Agricaltural Lodging,1821,8887,Winter
827,2011,2.0,3,Campings,54,282,Winter
828,2011,2.0,3,Other,1942,4775,Winter
829,2011,2.0,3,Private Lodging,1188,6763,Winter
830,2011,2.0,3,Residence,1533,12228,Winter
831,2011,2.0,4,1-2 Star Hotel,27049,150352,Winter
832,2011,2.0,4,3 Star Hotel,66073,345108,Winter
833,2011,2.0,4,4-5 Star Hotel,48027,239075,Winter
834,2011,2.0,4,Agricaltural Lodging,10528,63302,Winter
835,2011,2.0,4,Campings,3289,20954,Winter
836,2011,2.0,4,Other,3404,14405,Winter
837,2011,2.0,4,Private Lodging,18788,117209,Winter
838,2011,2.0,4,Residence,22386,141453,Winter
839,2011,2.0,5,1-2 Star Hotel,7667,41280,Winter
840,2011,2.0,5,3 Star Hotel,38650,217492,Winter
841,2011,2.0,5,4-5 Star Hotel,35491,194444,Winter
842,2011,2.0,5,Agricaltural Lodging,2737,16389,Winter
843,2011,2.0,5,Campings,475,2833,Winter
844,2011,2.0,5,Other,854,3467,Winter
845,2011,2.0,5,Private Lodging,13734,85530,Winter
846,2011,2.0,5,Residence,10237,68823,Winter
847,2011,2.0,6,1-2 Star Hotel,1162,6961,Winter
848,2011,2.0,6,3 Star Hotel,7490,24267,Winter
849,2011,2.0,6,4-5 Star Hotel,633,1320,Winter
850,2011,2.0,6,Agricaltural Lodging,184,2486,Winter
851,2011,2.0,6,Other,30,119,Winter
852,2011,2.0,6,Private Lodging,161,3259,Winter
853,2011,2.0,6,Residence,141,3416,Winter
854,2011,2.0,7,1-2 Star Hotel,3074,15785,Winter
855,2011,2.0,7,3 Star Hotel,11889,64108,Winter
856,2011,2.0,7,4-5 Star Hotel,6129,30313,Winter
857,2011,2.0,7,Agricaltural Lodging,1317,6187,Winter
858,2011,2.0,7,Campings,84,575,Winter
859,2011,2.0,7,Other,262,1124,Winter
860,2011,2.0,7,Private Lodging,1459,8776,Winter
861,2011,2.0,7,Residence,4522,28477,Winter
862,2011,2.0,8,1-2 Star Hotel,4340,14803,Winter
863,2011,2.0,8,3 Star Hotel,9974,37249,Winter
864,2011,2.0,8,4-5 Star Hotel,9403,40553,Winter
865,2011,2.0,8,Agricaltural Lodging,797,4921,Winter
866,2011,2.0,8,Campings,52,90,Winter
867,2011,2.0,8,Other,714,4485,Winter
868,2011,2.0,8,Private Lodging,572,3083,Winter
869,2011,2.0,8,Residence,1093,8238,Winter
870,2011,3.0,1,1-2 Star Hotel,1270,6296,Spring
871,2011,3.0,1,3 Star Hotel,3689,6198,Spring
872,2011,3.0,1,4-5 Star Hotel,9557,16402,Spring
873,2011,3.0,1,Agricaltural Lodging,57,272,Spring
874,2011,3.0,1,Campings,93,265,Spring
875,2011,3.0,1,Other,978,2228,Spring
876,2011,3.0,1,Private Lodging,22,716,Spring
877,2011,3.0,2,1-2 Star Hotel,1564,8187,Spring
878,2011,3.0,2,3 Star Hotel,11252,44357,Spring
879,2011,3.0,2,4-5 Star Hotel,15877,61796,Spring
880,2011,3.0,2,Agricaltural Lodging,1183,6550,Spring
881,2011,3.0,2,Campings,571,2623,Spring
882,2011,3.0,2,Other,1103,4167,Spring
883,2011,3.0,2,Private Lodging,879,6904,Spring
884,2011,3.0,2,Residence,2248,15457,Spring
885,2011,3.0,3,1-2 Star Hotel,5449,27978,Spring
886,2011,3.0,3,3 Star Hotel,16558,72267,Spring
887,2011,3.0,3,4-5 Star Hotel,11113,50514,Spring
888,2011,3.0,3,Agricaltural Lodging,1957,10634,Spring
889,2011,3.0,3,Campings,191,522,Spring
890,2011,3.0,3,Other,1839,4899,Spring
891,2011,3.0,3,Private Lodging,985,6052,Spring
892,2011,3.0,3,Residence,1262,11480,Spring
893,2011,3.0,4,1-2 Star Hotel,22268,130788,Spring
894,2011,3.0,4,3 Star Hotel,58241,320738,Spring
895,2011,3.0,4,4-5 Star Hotel,44901,241954,Spring
896,2011,3.0,4,Agricaltural Lodging,8254,51436,Spring
897,2011,3.0,4,Campings,3444,21079,Spring
898,2011,3.0,4,Other,2887,10960,Spring
899,2011,3.0,4,Private Lodging,13937,96586,Spring
900,2011,3.0,4,Residence,18042,125820,Spring
901,2011,3.0,5,1-2 Star Hotel,6248,34419,Spring
902,2011,3.0,5,3 Star Hotel,34486,205178,Spring
903,2011,3.0,5,4-5 Star Hotel,33714,204576,Spring
904,2011,3.0,5,Agricaltural Lodging,2576,16672,Spring
905,2011,3.0,5,Campings,515,3257,Spring
906,2011,3.0,5,Other,898,3146,Spring
907,2011,3.0,5,Private Lodging,10918,76190,Spring
908,2011,3.0,5,Residence,8235,60916,Spring
909,2011,3.0,6,1-2 Star Hotel,1521,7910,Spring
910,2011,3.0,6,3 Star Hotel,9049,28808,Spring
911,2011,3.0,6,4-5 Star Hotel,974,2696,Spring
912,2011,3.0,6,Agricaltural Lodging,520,3446,Spring
913,2011,3.0,6,Campings,19,46,Spring
914,2011,3.0,6,Other,148,517,Spring
915,2011,3.0,6,Private Lodging,223,4170,Spring
916,2011,3.0,6,Residence,200,3842,Spring
917,2011,3.0,7,1-2 Star Hotel,3785,17402,Spring
918,2011,3.0,7,3 Star Hotel,13121,68901,Spring
919,2011,3.0,7,4-5 Star Hotel,6768,34567,Spring
920,2011,3.0,7,Agricaltural Lodging,1469,7210,Spring
921,2011,3.0,7,Campings,384,1807,Spring
922,2011,3.0,7,Other,1088,2485,Spring
923,2011,3.0,7,Private Lodging,1556,10427,Spring
924,2011,3.0,7,Residence,4417,29436,Spring
925,2011,3.0,8,1-2 Star Hotel,4113,16080,Spring
926,2011,3.0,8,3 Star Hotel,10368,35629,Spring
927,2011,3.0,8,4-5 Star Hotel,9286,41688,Spring
928,2011,3.0,8,Agricaltural Lodging,793,4684,Spring
929,2011,3.0,8,Campings,81,232,Spring
930,2011,3.0,8,Other,714,4202,Spring
931,2011,3.0,8,Private Lodging,627,3468,Spring
932,2011,3.0,8,Residence,960,7387,Spring
933,2011,4.0,1,1-2 Star Hotel,1747,7626,Spring
934,2011,4.0,1,3 Star Hotel,6527,12629,Spring
935,2011,4.0,1,4-5 Star Hotel,10155,19121,Spring
936,2011,4.0,1,Agricaltural Lodging,127,588,Spring
937,2011,4.0,1,Campings,969,3908,Spring
938,2011,4.0,1,Other,1239,2992,Spring
939,2011,4.0,1,Private Lodging,18,656,Spring
940,2011,4.0,2,1-2 Star Hotel,7834,37708,Spring
941,2011,4.0,2,3 Star Hotel,43582,196912,Spring
942,2011,4.0,2,4-5 Star Hotel,44144,203949,Spring
943,2011,4.0,2,Agricaltural Lodging,5514,31414,Spring
944,2011,4.0,2,Campings,5901,33626,Spring
945,2011,4.0,2,Other,1144,4069,Spring
946,2011,4.0,2,Private Lodging,4172,24678,Spring
947,2011,4.0,2,Residence,8637,54152,Spring
948,2011,4.0,3,1-2 Star Hotel,2380,11589,Spring
949,2011,4.0,3,3 Star Hotel,10328,33166,Spring
950,2011,4.0,3,4-5 Star Hotel,6706,21901,Spring
951,2011,4.0,3,Agricaltural Lodging,1408,6791,Spring
952,2011,4.0,3,Campings,711,1433,Spring
953,2011,4.0,3,Other,1802,4431,Spring
954,2011,4.0,3,Private Lodging,511,2533,Spring
955,2011,4.0,3,Residence,505,6789,Spring
956,2011,4.0,4,1-2 Star Hotel,4920,25640,Spring
957,2011,4.0,4,3 Star Hotel,12611,55992,Spring
958,2011,4.0,4,4-5 Star Hotel,11301,43675,Spring
959,2011,4.0,4,Agricaltural Lodging,2107,11131,Spring
960,2011,4.0,4,Campings,1751,6374,Spring
961,2011,4.0,4,Other,792,2010,Spring
962,2011,4.0,4,Private Lodging,1332,8836,Spring
963,2011,4.0,4,Residence,2626,16336,Spring
964,2011,4.0,5,1-2 Star Hotel,1254,6788,Spring
965,2011,4.0,5,3 Star Hotel,5957,23440,Spring
966,2011,4.0,5,4-5 Star Hotel,4528,21753,Spring
967,2011,4.0,5,Agricaltural Lodging,1463,7849,Spring
968,2011,4.0,5,Campings,625,2541,Spring
969,2011,4.0,5,Other,532,1455,Spring
970,2011,4.0,5,Private Lodging,770,4470,Spring
971,2011,4.0,5,Residence,1030,5540,Spring
972,2011,4.0,6,1-2 Star Hotel,3207,12788,Spring
973,2011,4.0,6,3 Star Hotel,20934,66061,Spring
974,2011,4.0,6,4-5 Star Hotel,7512,28645,Spring
975,2011,4.0,6,Agricaltural Lodging,3991,19711,Spring
976,2011,4.0,6,Campings,2751,15057,Spring
977,2011,4.0,6,Other,232,595,Spring
978,2011,4.0,6,Private Lodging,1144,7273,Spring
979,2011,4.0,6,Residence,1037,7916,Spring
980,2011,4.0,7,1-2 Star Hotel,3298,13135,Spring
