Year,Month,Season,Nationality,district_c,Arrivals
2015,9.0,Autumn,Switzerland and Liechtenstein,2,13390
2015,9.0,Autumn,Switzerland and Liechtenstein,3,4784
2015,9.0,Autumn,Switzerland and Liechtenstein,4,1932
2015,9.0,Autumn,Switzerland and Liechtenstein,5,20334
2015,9.0,Autumn,Switzerland and Liechtenstein,6,2003
2015,9.0,Autumn,Switzerland and Liechtenstein,7,2600
2015,9.0,Autumn,Switzerland and Liechtenstein,8,343
2015,10.0,Autumn,Austria,1,1406
2015,10.0,Autumn,Austria,2,11321
2015,10.0,Autumn,Austria,3,6356
2015,10.0,Autumn,Austria,4,2102
2015,10.0,Autumn,Austria,5,19449
2015,10.0,Autumn,Austria,6,2810
2015,10.0,Autumn,Austria,7,1066
2015,10.0,Autumn,Austria,8,873
2015,10.0,Autumn,Benelux countries,1,95
2015,10.0,Autumn,Benelux countries,2,606
2015,10.0,Autumn,Benelux countries,3,390
2015,10.0,Autumn,Benelux countries,4,144
2015,10.0,Autumn,Benelux countries,5,1327
2015,10.0,Autumn,Benelux countries,6,133
2015,10.0,Autumn,Benelux countries,7,83
2015,10.0,Autumn,Benelux countries,8,86
2015,10.0,Autumn,Germany,1,3465
2015,10.0,Autumn,Germany,2,70085
2015,10.0,Autumn,Germany,3,36516
2015,10.0,Autumn,Germany,4,13487
2015,10.0,Autumn,Germany,5,118864
2015,10.0,Autumn,Germany,6,13140
2015,10.0,Autumn,Germany,7,6420
2015,10.0,Autumn,Germany,8,5645
2015,10.0,Autumn,Italy,1,3375
2015,10.0,Autumn,Italy,2,14785
2015,10.0,Autumn,Italy,3,10406
2015,10.0,Autumn,Italy,4,7562
2015,10.0,Autumn,Italy,5,36061
2015,10.0,Autumn,Italy,6,2245
2015,10.0,Autumn,Italy,7,3025
2015,10.0,Autumn,Italy,8,2830
2015,10.0,Autumn,Other countries,1,1529
2015,10.0,Autumn,Other countries,2,3536
2015,10.0,Autumn,Other countries,3,2557
2015,10.0,Autumn,Other countries,4,899
2015,10.0,Autumn,Other countries,5,8595
2015,10.0,Autumn,Other countries,6,580
2015,10.0,Autumn,Other countries,7,834
2015,10.0,Autumn,Other countries,8,433
2015,10.0,Autumn,Switzerland and Liechtenstein,1,569
2015,10.0,Autumn,Switzerland and Liechtenstein,2,14338
2015,10.0,Autumn,Switzerland and Liechtenstein,3,4925
2015,10.0,Autumn,Switzerland and Liechtenstein,4,1544
2015,10.0,Autumn,Switzerland and Liechtenstein,5,19882
2015,10.0,Autumn,Switzerland and Liechtenstein,6,1667
2015,10.0,Autumn,Switzerland and Liechtenstein,7,2381
2015,10.0,Autumn,Switzerland and Liechtenstein,8,469
2015,11.0,Autumn,Austria,1,568
2015,11.0,Autumn,Austria,2,3434
2015,11.0,Autumn,Austria,3,2044
2015,11.0,Autumn,Austria,4,622
2015,11.0,Autumn,Austria,5,5984
2015,11.0,Autumn,Austria,6,578
2015,11.0,Autumn,Austria,7,318
2015,11.0,Autumn,Austria,8,435
2015,11.0,Autumn,Benelux countries,1,63
2015,11.0,Autumn,Benelux countries,2,162
2015,11.0,Autumn,Benelux countries,3,105
2015,11.0,Autumn,Benelux countries,4,20
2015,11.0,Autumn,Benelux countries,5,340
2015,11.0,Autumn,Benelux countries,6,32
2015,11.0,Autumn,Benelux countries,7,35
2015,11.0,Autumn,Benelux countries,8,41
2015,11.0,Autumn,Germany,1,1397
2015,11.0,Autumn,Germany,2,13329
2015,11.0,Autumn,Germany,3,7179
2015,11.0,Autumn,Germany,4,2085
2015,11.0,Autumn,Germany,5,22005
2015,11.0,Autumn,Germany,6,2110
2015,11.0,Autumn,Germany,7,1603
2015,11.0,Autumn,Germany,8,1409
2015,11.0,Autumn,Italy,1,5041
2015,11.0,Autumn,Italy,2,21497
2015,11.0,Autumn,Italy,3,11600
2015,11.0,Autumn,Italy,4,5810
2015,11.0,Autumn,Italy,5,43154
2015,11.0,Autumn,Italy,6,3323
2015,11.0,Autumn,Italy,7,3225
2015,11.0,Autumn,Italy,8,3946
2015,11.0,Autumn,Other countries,1,763
2015,11.0,Autumn,Other countries,2,1814
2015,11.0,Autumn,Other countries,3,1058
2015,11.0,Autumn,Other countries,4,357
2015,11.0,Autumn,Other countries,5,3547
2015,11.0,Autumn,Other countries,6,389
2015,11.0,Autumn,Other countries,7,567
2015,11.0,Autumn,Other countries,8,207
2015,11.0,Autumn,Switzerland and Liechtenstein,1,179
2015,11.0,Autumn,Switzerland and Liechtenstein,2,2707
2015,11.0,Autumn,Switzerland and Liechtenstein,3,831
2015,11.0,Autumn,Switzerland and Liechtenstein,4,196
2015,11.0,Autumn,Switzerland and Liechtenstein,5,3297
2015,11.0,Autumn,Switzerland and Liechtenstein,6,184
2015,11.0,Autumn,Switzerland and Liechtenstein,7,293
2015,11.0,Autumn,Switzerland and Liechtenstein,8,95
2015,12.0,Winter,Austria,1,425
2015,12.0,Winter,Austria,2,1962
2015,12.0,Winter,Austria,3,1341
2015,12.0,Winter,Austria,4,1005
2015,12.0,Winter,Austria,5,4739
2015,12.0,Winter,Austria,6,424
2015,12.0,Winter,Austria,7,216
2015,12.0,Winter,Austria,8,280
2015,12.0,Winter,Benelux countries,1,54
2015,12.0,Winter,Benelux countries,2,1385
2015,12.0,Winter,Benelux countries,3,1121
2015,12.0,Winter,Benelux countries,4,1461
2015,12.0,Winter,Benelux countries,5,5629
2015,12.0,Winter,Benelux countries,6,39
2015,12.0,Winter,Benelux countries,7,554
2015,12.0,Winter,Benelux countries,8,202
2015,12.0,Winter,Germany,1,1083
2015,12.0,Winter,Germany,2,19405
2015,12.0,Winter,Germany,3,15283
2015,12.0,Winter,Germany,4,14408
2015,12.0,Winter,Germany,5,54473
2015,12.0,Winter,Germany,6,1507
2015,12.0,Winter,Germany,7,5171
2015,12.0,Winter,Germany,8,3837
2015,12.0,Winter,Italy,1,9171
2015,12.0,Winter,Italy,2,67420
2015,12.0,Winter,Italy,3,44773
2015,12.0,Winter,Italy,4,53899
2015,12.0,Winter,Italy,5,174341
2015,12.0,Winter,Italy,6,7952
2015,12.0,Winter,Italy,7,4327
2015,12.0,Winter,Italy,8,9746
2015,12.0,Winter,Other countries,1,890
2015,12.0,Winter,Other countries,2,5960
2015,12.0,Winter,Other countries,3,4316
2015,12.0,Winter,Other countries,4,7587
2015,12.0,Winter,Other countries,5,20750
2015,12.0,Winter,Other countries,6,403
2015,12.0,Winter,Other countries,7,1089
2015,12.0,Winter,Other countries,8,601
2015,12.0,Winter,Switzerland and Liechtenstein,1,226
2015,12.0,Winter,Switzerland and Liechtenstein,2,2896
2015,12.0,Winter,Switzerland and Liechtenstein,3,1373
2015,12.0,Winter,Switzerland and Liechtenstein,4,802
2015,12.0,Winter,Switzerland and Liechtenstein,5,5675
2015,12.0,Winter,Switzerland and Liechtenstein,6,303
2015,12.0,Winter,Switzerland and Liechtenstein,7,611
2015,12.0,Winter,Switzerland and Liechtenstein,8,170
2016,1.0,Winter,Austria,1,355
2016,1.0,Winter,Austria,2,1978
2016,1.0,Winter,Austria,3,1532
2016,1.0,Winter,Austria,4,2267
2016,1.0,Winter,Austria,5,5929
2016,1.0,Winter,Austria,6,70
2016,1.0,Winter,Austria,7,299
2016,1.0,Winter,Austria,8,270
2016,1.0,Winter,Benelux countries,1,51
2016,1.0,Winter,Benelux countries,2,1631
2016,1.0,Winter,Benelux countries,3,1317
2016,1.0,Winter,Benelux countries,4,2036
2016,1.0,Winter,Benelux countries,5,7515
2016,1.0,Winter,Benelux countries,6,41
2016,1.0,Winter,Benelux countries,7,261
2016,1.0,Winter,Benelux countries,8,169
2016,1.0,Winter,Germany,1,736
2016,1.0,Winter,Germany,2,27143
2016,1.0,Winter,Germany,3,26987
2016,1.0,Winter,Germany,4,32830
2016,1.0,Winter,Germany,5,95104
2016,1.0,Winter,Germany,6,983
2016,1.0,Winter,Germany,7,7553
2016,1.0,Winter,Germany,8,7477
2016,1.0,Winter,Italy,1,4989
2016,1.0,Winter,Italy,2,38150
2016,1.0,Winter,Italy,3,27276
2016,1.0,Winter,Italy,4,45694
2016,1.0,Winter,Italy,5,117773
2016,1.0,Winter,Italy,6,3047
2016,1.0,Winter,Italy,7,2855
2016,1.0,Winter,Italy,8,5034
2016,1.0,Winter,Other countries,1,747
2016,1.0,Winter,Other countries,2,10461
2016,1.0,Winter,Other countries,3,8294
2016,1.0,Winter,Other countries,4,16657
2016,1.0,Winter,Other countries,5,42994
2016,1.0,Winter,Other countries,6,448
2016,1.0,Winter,Other countries,7,1373
2016,1.0,Winter,Other countries,8,554
2016,1.0,Winter,Switzerland and Liechtenstein,1,120
2016,1.0,Winter,Switzerland and Liechtenstein,2,1876
2016,1.0,Winter,Switzerland and Liechtenstein,3,1377
2016,1.0,Winter,Switzerland and Liechtenstein,4,1092
2016,1.0,Winter,Switzerland and Liechtenstein,5,5501
2016,1.0,Winter,Switzerland and Liechtenstein,6,33
2016,1.0,Winter,Switzerland and Liechtenstein,7,943
2016,1.0,Winter,Switzerland and Liechtenstein,8,202
2016,2.0,Winter,Austria,1,366
2016,2.0,Winter,Austria,2,2200
2016,2.0,Winter,Austria,3,1797
2016,2.0,Winter,Austria,4,2249
2016,2.0,Winter,Austria,5,6459
2016,2.0,Winter,Austria,6,108
2016,2.0,Winter,Austria,7,359
2016,2.0,Winter,Austria,8,339
2016,2.0,Winter,Benelux countries,1,91
2016,2.0,Winter,Benelux countries,2,4292
2016,2.0,Winter,Benelux countries,3,3939
2016,2.0,Winter,Benelux countries,4,5211
2016,2.0,Winter,Benelux countries,5,18480
2016,2.0,Winter,Benelux countries,6,97
2016,2.0,Winter,Benelux countries,7,1424
2016,2.0,Winter,Benelux countries,8,695
2016,2.0,Winter,Germany,1,1048
2016,2.0,Winter,Germany,2,30055
2016,2.0,Winter,Germany,3,29057
2016,2.0,Winter,Germany,4,33213
2016,2.0,Winter,Germany,5,105558
2016,2.0,Winter,Germany,6,1147
2016,2.0,Winter,Germany,7,8840
2016,2.0,Winter,Germany,8,8227
2016,2.0,Winter,Italy,1,3867
2016,2.0,Winter,Italy,2,29323
2016,2.0,Winter,Italy,3,22781
2016,2.0,Winter,Italy,4,41088
2016,2.0,Winter,Italy,5,99263
2016,2.0,Winter,Italy,6,1776
2016,2.0,Winter,Italy,7,2158
2016,2.0,Winter,Italy,8,4046
2016,2.0,Winter,Other countries,1,815
2016,2.0,Winter,Other countries,2,10811
2016,2.0,Winter,Other countries,3,10313
2016,2.0,Winter,Other countries,4,15969
2016,2.0,Winter,Other countries,5,44879
2016,2.0,Winter,Other countries,6,551
2016,2.0,Winter,Other countries,7,1789
2016,2.0,Winter,Other countries,8,842
2016,2.0,Winter,Switzerland and Liechtenstein,1,104
2016,2.0,Winter,Switzerland and Liechtenstein,2,2508
2016,2.0,Winter,Switzerland and Liechtenstein,3,1955
2016,2.0,Winter,Switzerland and Liechtenstein,4,1348
2016,2.0,Winter,Switzerland and Liechtenstein,5,7665
2016,2.0,Winter,Switzerland and Liechtenstein,6,84
2016,2.0,Winter,Switzerland and Liechtenstein,7,1326
2016,2.0,Winter,Switzerland and Liechtenstein,8,322
2016,3.0,Spring,Austria,1,606
2016,3.0,Spring,Austria,2,4126
2016,3.0,Spring,Austria,3,2410
2016,3.0,Spring,Austria,4,2555
2016,3.0,Spring,Austria,5,9378
2016,3.0,Spring,Austria,6,491
2016,3.0,Spring,Austria,7,618
2016,3.0,Spring,Austria,8,349
2016,3.0,Spring,Benelux countries,1,73
2016,3.0,Spring,Benelux countries,2,2349
2016,3.0,Spring,Benelux countries,3,1987
2016,3.0,Spring,Benelux countries,4,3254
2016,3.0,Spring,Benelux countries,5,9915
2016,3.0,Spring,Benelux countries,6,109
2016,3.0,Spring,Benelux countries,7,432
2016,3.0,Spring,Benelux countries,8,199
2016,3.0,Spring,Germany,1,2678
2016,3.0,Spring,Germany,2,51192
2016,3.0,Spring,Germany,3,33974
2016,3.0,Spring,Germany,4,34760
2016,3.0,Spring,Germany,5,132627
2016,3.0,Spring,Germany,6,5749
2016,3.0,Spring,Germany,7,11940
2016,3.0,Spring,Germany,8,8444
2016,3.0,Spring,Italy,1,3514
2016,3.0,Spring,Italy,2,27459
2016,3.0,Spring,Italy,3,19723
2016,3.0,Spring,Italy,4,33227
2016,3.0,Spring,Italy,5,89802
2016,3.0,Spring,Italy,6,2288
2016,3.0,Spring,Italy,7,2477
2016,3.0,Spring,Italy,8,3624
2016,3.0,Spring,Other countries,1,1008
2016,3.0,Spring,Other countries,2,7760
2016,3.0,Spring,Other countries,3,6926
2016,3.0,Spring,Other countries,4,10163
2016,3.0,Spring,Other countries,5,30683
2016,3.0,Spring,Other countries,6,430
2016,3.0,Spring,Other countries,7,1478
2016,3.0,Spring,Other countries,8,788
2016,3.0,Spring,Switzerland and Liechtenstein,1,253
2016,3.0,Spring,Switzerland and Liechtenstein,2,5087
2016,3.0,Spring,Switzerland and Liechtenstein,3,1943
2016,3.0,Spring,Switzerland and Liechtenstein,4,939
2016,3.0,Spring,Switzerland and Liechtenstein,5,8453
2016,3.0,Spring,Switzerland and Liechtenstein,6,394
2016,3.0,Spring,Switzerland and Liechtenstein,7,1201
2016,3.0,Spring,Switzerland and Liechtenstein,8,190
2016,4.0,Spring,Austria,1,746
2016,4.0,Spring,Austria,2,5905
2016,4.0,Spring,Austria,3,2334
2016,4.0,Spring,Austria,4,545
2016,4.0,Spring,Austria,5,8521
2016,4.0,Spring,Austria,6,1324
2016,4.0,Spring,Austria,7,661
2016,4.0,Spring,Austria,8,307
2016,4.0,Spring,Benelux countries,1,107
2016,4.0,Spring,Benelux countries,2,909
2016,4.0,Spring,Benelux countries,3,570
2016,4.0,Spring,Benelux countries,4,421
2016,4.0,Spring,Benelux countries,5,1992
2016,4.0,Spring,Benelux countries,6,175
2016,4.0,Spring,Benelux countries,7,379
2016,4.0,Spring,Benelux countries,8,167
2016,4.0,Spring,Germany,1,2241
2016,4.0,Spring,Germany,2,34534
2016,4.0,Spring,Germany,3,13663
2016,4.0,Spring,Germany,4,2671
2016,4.0,Spring,Germany,5,47376
2016,4.0,Spring,Germany,6,6780
2016,4.0,Spring,Germany,7,4423
2016,4.0,Spring,Germany,8,2529
2016,4.0,Spring,Italy,1,3584
2016,4.0,Spring,Italy,2,13950
2016,4.0,Spring,Italy,3,8105
2016,4.0,Spring,Italy,4,5585
2016,4.0,Spring,Italy,5,28539
2016,4.0,Spring,Italy,6,2862
2016,4.0,Spring,Italy,7,1976
2016,4.0,Spring,Italy,8,2091
2016,4.0,Spring,Other countries,1,1256
2016,4.0,Spring,Other countries,2,2764
2016,4.0,Spring,Other countries,3,2007
2016,4.0,Spring,Other countries,4,660
2016,4.0,Spring,Other countries,5,6324
2016,4.0,Spring,Other countries,6,567
2016,4.0,Spring,Other countries,7,898
2016,4.0,Spring,Other countries,8,464
2016,4.0,Spring,Switzerland and Liechtenstein,1,432
2016,4.0,Spring,Switzerland and Liechtenstein,2,13439
2016,4.0,Spring,Switzerland and Liechtenstein,3,3359
2016,4.0,Spring,Switzerland and Liechtenstein,4,273
2016,4.0,Spring,Switzerland and Liechtenstein,5,14351
2016,4.0,Spring,Switzerland and Liechtenstein,6,1556
2016,4.0,Spring,Switzerland and Liechtenstein,7,1654
2016,4.0,Spring,Switzerland and Liechtenstein,8,162
2016,5.0,Spring,Austria,1,1063
2016,5.0,Spring,Austria,2,8797
2016,5.0,Spring,Austria,3,4020
2016,5.0,Spring,Austria,4,1681
2016,5.0,Spring,Austria,5,14936
2016,5.0,Spring,Austria,6,2470
2016,5.0,Spring,Austria,7,884
2016,5.0,Spring,Austria,8,601
2016,5.0,Spring,Benelux countries,1,221
2016,5.0,Spring,Benelux countries,2,1619
2016,5.0,Spring,Benelux countries,3,984
2016,5.0,Spring,Benelux countries,4,433
2016,5.0,Spring,Benelux countries,5,3515
2016,5.0,Spring,Benelux countries,6,391
2016,5.0,Spring,Benelux countries,7,349
2016,5.0,Spring,Benelux countries,8,341
2016,5.0,Spring,Germany,1,4231
2016,5.0,Spring,Germany,2,85948
2016,5.0,Spring,Germany,3,39689
2016,5.0,Spring,Germany,4,13461
2016,5.0,Spring,Germany,5,137396
2016,5.0,Spring,Germany,6,17104
2016,5.0,Spring,Germany,7,9696
2016,5.0,Spring,Germany,8,6403
2016,5.0,Spring,Italy,1,3147
2016,5.0,Spring,Italy,2,10613
2016,5.0,Spring,Italy,3,7913
2016,5.0,Spring,Italy,4,5733
2016,5.0,Spring,Italy,5,26851
2016,5.0,Spring,Italy,6,2256
2016,5.0,Spring,Italy,7,1323
2016,5.0,Spring,Italy,8,1754
2016,5.0,Spring,Other countries,1,1924
2016,5.0,Spring,Other countries,2,4479
2016,5.0,Spring,Other countries,3,3974
2016,5.0,Spring,Other countries,4,1438
2016,5.0,Spring,Other countries,5,11523
2016,5.0,Spring,Other countries,6,882
2016,5.0,Spring,Other countries,7,473
2016,5.0,Spring,Other countries,8,789
2016,5.0,Spring,Switzerland and Liechtenstein,1,672
2016,5.0,Spring,Switzerland and Liechtenstein,2,14470
2016,5.0,Spring,Switzerland and Liechtenstein,3,4341
2016,5.0,Spring,Switzerland and Liechtenstein,4,903
2016,5.0,Spring,Switzerland and Liechtenstein,5,17629
2016,5.0,Spring,Switzerland and Liechtenstein,6,1959
2016,5.0,Spring,Switzerland and Liechtenstein,7,2155
2016,5.0,Spring,Switzerland and Liechtenstein,8,356
2016,6.0,Summer,Austria,1,931
2016,6.0,Summer,Austria,2,6708
2016,6.0,Summer,Austria,3,3555
2016,6.0,Summer,Austria,4,1893
2016,6.0,Summer,Austria,5,12881
2016,6.0,Summer,Austria,6,1738
2016,6.0,Summer,Austria,7,915
2016,6.0,Summer,Austria,8,690
2016,6.0,Summer,Benelux countries,1,363
2016,6.0,Summer,Benelux countries,2,3450
2016,6.0,Summer,Benelux countries,3,2133
2016,6.0,Summer,Benelux countries,4,1825
2016,6.0,Summer,Benelux countries,5,8538
2016,6.0,Summer,Benelux countries,6,858
2016,6.0,Summer,Benelux countries,7,1074
2016,6.0,Summer,Benelux countries,8,432
2016,6.0,Summer,Germany,1,3526
2016,6.0,Summer,Germany,2,67262
2016,6.0,Summer,Germany,3,35811
2016,6.0,Summer,Germany,4,16887
2016,6.0,Summer,Germany,5,123402
2016,6.0,Summer,Germany,6,12510
2016,6.0,Summer,Germany,7,8546
2016,6.0,Summer,Germany,8,5289
2016,6.0,Summer,Italy,1,2898
2016,6.0,Summer,Italy,2,20876
2016,6.0,Summer,Italy,3,15509
2016,6.0,Summer,Italy,4,21972
2016,6.0,Summer,Italy,5,62607
2016,6.0,Summer,Italy,6,2323
2016,6.0,Summer,Italy,7,2774
2016,6.0,Summer,Italy,8,2640
2016,6.0,Summer,Other countries,1,2456
2016,6.0,Summer,Other countries,2,7929
2016,6.0,Summer,Other countries,3,5581
2016,6.0,Summer,Other countries,4,5615
2016,6.0,Summer,Other countries,5,22392
2016,6.0,Summer,Other countries,6,1123
2016,6.0,Summer,Other countries,7,1182
2016,6.0,Summer,Other countries,8,876
2016,6.0,Summer,Switzerland and Liechtenstein,1,468
2016,6.0,Summer,Switzerland and Liechtenstein,2,9621
2016,6.0,Summer,Switzerland and Liechtenstein,3,3399
2016,6.0,Summer,Switzerland and Liechtenstein,4,1250
2016,6.0,Summer,Switzerland and Liechtenstein,5,14187
2016,6.0,Summer,Switzerland and Liechtenstein,6,1402
2016,6.0,Summer,Switzerland and Liechtenstein,7,1627
2016,6.0,Summer,Switzerland and Liechtenstein,8,281
2016,7.0,Summer,Austria,1,1031
2016,7.0,Summer,Austria,2,8464
2016,7.0,Summer,Austria,3,4636
2016,7.0,Summer,Austria,4,3273
2016,7.0,Summer,Austria,5,17293
2016,7.0,Summer,Austria,6,2280
2016,7.0,Summer,Austria,7,1495
2016,7.0,Summer,Austria,8,641
2016,7.0,Summer,Benelux countries,1,887
2016,7.0,Summer,Benelux countries,2,9978
2016,7.0,Summer,Benelux countries,3,6237
2016,7.0,Summer,Benelux countries,4,4259
2016,7.0,Summer,Benelux countries,5,22776
2016,7.0,Summer,Benelux countries,6,2121
2016,7.0,Summer,Benelux countries,7,2734
2016,7.0,Summer,Benelux countries,8,2195
2016,7.0,Summer,Germany,1,4456
2016,7.0,Summer,Germany,2,91308
2016,7.0,Summer,Germany,3,47463
2016,7.0,Summer,Germany,4,23236
2016,7.0,Summer,Germany,5,166619
2016,7.0,Summer,Germany,6,16184
2016,7.0,Summer,Germany,7,14028
2016,7.0,Summer,Germany,8,7569
2016,7.0,Summer,Italy,1,2923
2016,7.0,Summer,Italy,2,49115
2016,7.0,Summer,Italy,3,38510
2016,7.0,Summer,Italy,4,70995
2016,7.0,Summer,Italy,5,163483
2016,7.0,Summer,Italy,6,3656
2016,7.0,Summer,Italy,7,8326
2016,7.0,Summer,Italy,8,6755
2016,7.0,Summer,Other countries,1,4193
2016,7.0,Summer,Other countries,2,14113
2016,7.0,Summer,Other countries,3,10243
2016,7.0,Summer,Other countries,4,10099
2016,7.0,Summer,Other countries,5,40915
2016,7.0,Summer,Other countries,6,2598
2016,7.0,Summer,Other countries,7,2268
2016,7.0,Summer,Other countries,8,1805
2016,7.0,Summer,Switzerland and Liechtenstein,1,622
2016,7.0,Summer,Switzerland and Liechtenstein,2,16186
2016,7.0,Summer,Switzerland and Liechtenstein,3,5799
2016,7.0,Summer,Switzerland and Liechtenstein,4,3023
2016,7.0,Summer,Switzerland and Liechtenstein,5,25067
2016,7.0,Summer,Switzerland and Liechtenstein,6,2363
2016,7.0,Summer,Switzerland and Liechtenstein,7,3061
2016,7.0,Summer,Switzerland and Liechtenstein,8,402
2016,8.0,Summer,Austria,1,1137
2016,8.0,Summer,Austria,2,8005
2016,8.0,Summer,Austria,3,4175
2016,8.0,Summer,Austria,4,2426
2016,8.0,Summer,Austria,5,15816
2016,8.0,Summer,Austria,6,2373
2016,8.0,Summer,Austria,7,1622
2016,8.0,Summer,Austria,8,477
2016,8.0,Summer,Benelux countries,1,641
2016,8.0,Summer,Benelux countries,2,6406
2016,8.0,Summer,Benelux countries,3,3724
2016,8.0,Summer,Benelux countries,4,1930
2016,8.0,Summer,Benelux countries,5,13720
2016,8.0,Summer,Benelux countries,6,1314
2016,8.0,Summer,Benelux countries,7,1929
2016,8.0,Summer,Benelux countries,8,891
2016,8.0,Summer,Germany,1,5423
2016,8.0,Summer,Germany,2,101912
2016,8.0,Summer,Germany,3,48741
2016,8.0,Summer,Germany,4,20507
2016,8.0,Summer,Germany,5,177232
2016,8.0,Summer,Germany,6,21201
2016,8.0,Summer,Germany,7,16003
2016,8.0,Summer,Germany,8,7184
2016,8.0,Summer,Italy,1,3383
2016,8.0,Summer,Italy,2,73724
2016,8.0,Summer,Italy,3,57301
2016,8.0,Summer,Italy,4,90929
2016,8.0,Summer,Italy,5,233718
2016,8.0,Summer,Italy,6,5117
2016,8.0,Summer,Italy,7,13759
2016,8.0,Summer,Italy,8,10790
2016,8.0,Summer,Other countries,1,3212
2016,8.0,Summer,Other countries,2,9385
2016,8.0,Summer,Other countries,3,6617
2016,8.0,Summer,Other countries,4,6162
2016,8.0,Summer,Other countries,5,25498
2016,8.0,Summer,Other countries,6,1796
2016,8.0,Summer,Other countries,7,1430
2016,8.0,Summer,Other countries,8,792
2016,8.0,Summer,Switzerland and Liechtenstein,1,540
2016,8.0,Summer,Switzerland and Liechtenstein,2,8911
2016,8.0,Summer,Switzerland and Liechtenstein,3,3101
2016,8.0,Summer,Switzerland and Liechtenstein,4,1358
2016,8.0,Summer,Switzerland and Liechtenstein,5,13661
2016,8.0,Summer,Switzerland and Liechtenstein,6,1321
2016,8.0,Summer,Switzerland and Liechtenstein,7,2073
2016,8.0,Summer,Switzerland and Liechtenstein,8,193
2016,9.0,Autumn,Austria,1,1488
2016,9.0,Autumn,Austria,2,9663
2016,9.0,Autumn,Austria,3,5763
2016,9.0,Autumn,Austria,4,3409
2016,9.0,Autumn,Austria,5,20194
2016,9.0,Autumn,Austria,6,2933
2016,9.0,Autumn,Austria,7,1356
2016,9.0,Autumn,Austria,8,593
2016,9.0,Autumn,Benelux countries,1,292
2016,9.0,Autumn,Benelux countries,2,2741
2016,9.0,Autumn,Benelux countries,3,1666
2016,9.0,Autumn,Benelux countries,4,1391
2016,9.0,Autumn,Benelux countries,5,6946
2016,9.0,Autumn,Benelux countries,6,466
2016,9.0,Autumn,Benelux countries,7,933
2016,9.0,Autumn,Benelux countries,8,361
2016,9.0,Autumn,Germany,1,4628
2016,9.0,Autumn,Germany,2,102821
2016,9.0,Autumn,Germany,3,54923
2016,9.0,Autumn,Germany,4,30631
2016,9.0,Autumn,Germany,5,195638
2016,9.0,Autumn,Germany,6,19454
2016,9.0,Autumn,Germany,7,14334
2016,9.0,Autumn,Germany,8,8570
2016,9.0,Autumn,Italy,1,3400
2016,9.0,Autumn,Italy,2,22566
2016,9.0,Autumn,Italy,3,16378
2016,9.0,Autumn,Italy,4,25620
2016,9.0,Autumn,Italy,5,67661
2016,9.0,Autumn,Italy,6,2710
2016,9.0,Autumn,Italy,7,4117
2016,9.0,Autumn,Italy,8,3442
2016,9.0,Autumn,Other countries,1,2808
2016,9.0,Autumn,Other countries,2,7675
2016,9.0,Autumn,Other countries,3,5415
2016,9.0,Autumn,Other countries,4,5341
2016,9.0,Autumn,Other countries,5,21890
2016,9.0,Autumn,Other countries,6,1175
2016,9.0,Autumn,Other countries,7,1277
2016,9.0,Autumn,Other countries,8,822
2016,9.0,Autumn,Switzerland and Liechtenstein,1,709
2016,9.0,Autumn,Switzerland and Liechtenstein,2,13324
2016,9.0,Autumn,Switzerland and Liechtenstein,3,4711
2016,9.0,Autumn,Switzerland and Liechtenstein,4,2206
2016,9.0,Autumn,Switzerland and Liechtenstein,5,20391
2016,9.0,Autumn,Switzerland and Liechtenstein,6,1866
2016,9.0,Autumn,Switzerland and Liechtenstein,7,2457
2016,9.0,Autumn,Switzerland and Liechtenstein,8,334
2016,10.0,Autumn,Austria,1,1519
2016,10.0,Autumn,Austria,2,12090
2016,10.0,Autumn,Austria,3,6429
2016,10.0,Autumn,Austria,4,2190
2016,10.0,Autumn,Austria,5,20890
2016,10.0,Autumn,Austria,6,3235
2016,10.0,Autumn,Austria,7,1039
2016,10.0,Autumn,Austria,8,832
2016,10.0,Autumn,Benelux countries,1,94
2016,10.0,Autumn,Benelux countries,2,875
2016,10.0,Autumn,Benelux countries,3,498
2016,10.0,Autumn,Benelux countries,4,180
2016,10.0,Autumn,Benelux countries,5,1742
2016,10.0,Autumn,Benelux countries,6,212
2016,10.0,Autumn,Benelux countries,7,196
2016,10.0,Autumn,Benelux countries,8,123
2016,10.0,Autumn,Germany,1,4080
2016,10.0,Autumn,Germany,2,85453
2016,10.0,Autumn,Germany,3,43448
2016,10.0,Autumn,Germany,4,16977
2016,10.0,Autumn,Germany,5,144452
2016,10.0,Autumn,Germany,6,15833
2016,10.0,Autumn,Germany,7,8749
2016,10.0,Autumn,Germany,8,6849
2016,10.0,Autumn,Italy,1,3720
2016,10.0,Autumn,Italy,2,18573
2016,10.0,Autumn,Italy,3,12234
2016,10.0,Autumn,Italy,4,11135
2016,10.0,Autumn,Italy,5,45022
2016,10.0,Autumn,Italy,6,2842
2016,10.0,Autumn,Italy,7,3855
2016,10.0,Autumn,Italy,8,2708
2016,10.0,Autumn,Other countries,1,1567
2016,10.0,Autumn,Other countries,2,3886
2016,10.0,Autumn,Other countries,3,2584
2016,10.0,Autumn,Other countries,4,1256
2016,10.0,Autumn,Other countries,5,9888
2016,10.0,Autumn,Other countries,6,656
2016,10.0,Autumn,Other countries,7,953
2016,10.0,Autumn,Other countries,8,351
2016,10.0,Autumn,Switzerland and Liechtenstein,1,663
