Year,Month,Season,Nationality,district_c,Arrivals
2011,2.0,Winter,Austria,6,186
2011,2.0,Winter,Austria,7,457
2011,2.0,Winter,Austria,8,328
2011,2.0,Winter,Benelux countries,1,93
2011,2.0,Winter,Benelux countries,2,2712
2011,2.0,Winter,Benelux countries,3,2206
2011,2.0,Winter,Benelux countries,4,2793
2011,2.0,Winter,Benelux countries,5,11928
2011,2.0,Winter,Benelux countries,6,130
2011,2.0,Winter,Benelux countries,7,1052
2011,2.0,Winter,Benelux countries,8,433
2011,2.0,Winter,Germany,1,730
2011,2.0,Winter,Germany,2,20419
2011,2.0,Winter,Germany,3,20569
2011,2.0,Winter,Germany,4,23168
2011,2.0,Winter,Germany,5,71772
2011,2.0,Winter,Germany,6,1233
2011,2.0,Winter,Germany,7,5392
2011,2.0,Winter,Germany,8,6141
2011,2.0,Winter,Italy,1,3016
2011,2.0,Winter,Italy,2,26717
2011,2.0,Winter,Italy,3,20534
2011,2.0,Winter,Italy,4,37725
2011,2.0,Winter,Italy,5,93206
2011,2.0,Winter,Italy,6,1679
2011,2.0,Winter,Italy,7,2163
2011,2.0,Winter,Italy,8,2913
2011,2.0,Winter,Other countries,1,669
2011,2.0,Winter,Other countries,2,9373
2011,2.0,Winter,Other countries,3,9013
2011,2.0,Winter,Other countries,4,13101
2011,2.0,Winter,Other countries,5,37962
2011,2.0,Winter,Other countries,6,572
2011,2.0,Winter,Other countries,7,1342
2011,2.0,Winter,Other countries,8,764
2011,2.0,Winter,Switzerland and Liechtenstein,1,101
2011,2.0,Winter,Switzerland and Liechtenstein,2,1641
2011,2.0,Winter,Switzerland and Liechtenstein,3,1069
2011,2.0,Winter,Switzerland and Liechtenstein,4,555
2011,2.0,Winter,Switzerland and Liechtenstein,5,4165
2011,2.0,Winter,Switzerland and Liechtenstein,6,123
2011,2.0,Winter,Switzerland and Liechtenstein,7,985
2011,2.0,Winter,Switzerland and Liechtenstein,8,172
2011,3.0,Spring,Austria,1,395
2011,3.0,Spring,Austria,2,2156
2011,3.0,Spring,Austria,3,1458
2011,3.0,Spring,Austria,4,1573
2011,3.0,Spring,Austria,5,5601
2011,3.0,Spring,Austria,6,264
2011,3.0,Spring,Austria,7,461
2011,3.0,Spring,Austria,8,198
2011,3.0,Spring,Benelux countries,1,57
2011,3.0,Spring,Benelux countries,2,2675
2011,3.0,Spring,Benelux countries,3,2472
2011,3.0,Spring,Benelux countries,4,4128
2011,3.0,Spring,Benelux countries,5,11369
2011,3.0,Spring,Benelux countries,6,232
2011,3.0,Spring,Benelux countries,7,504
2011,3.0,Spring,Benelux countries,8,294
2011,3.0,Spring,Germany,1,1329
2011,3.0,Spring,Germany,2,27554
2011,3.0,Spring,Germany,3,22120
2011,3.0,Spring,Germany,4,25668
2011,3.0,Spring,Germany,5,83568
2011,3.0,Spring,Germany,6,1971
2011,3.0,Spring,Germany,7,7451
2011,3.0,Spring,Germany,8,6814
2011,3.0,Spring,Italy,1,3533
2011,3.0,Spring,Italy,2,24812
2011,3.0,Spring,Italy,3,17777
2011,3.0,Spring,Italy,4,29447
2011,3.0,Spring,Italy,5,83435
2011,3.0,Spring,Italy,6,2014
2011,3.0,Spring,Italy,7,2853
2011,3.0,Spring,Italy,8,2727
2011,3.0,Spring,Other countries,1,810
2011,3.0,Spring,Other countries,2,6175
2011,3.0,Spring,Other countries,3,5722
2011,3.0,Spring,Other countries,4,7514
2011,3.0,Spring,Other countries,5,24124
2011,3.0,Spring,Other countries,6,466
2011,3.0,Spring,Other countries,7,1035
2011,3.0,Spring,Other countries,8,559
2011,3.0,Spring,Switzerland and Liechtenstein,1,114
2011,3.0,Spring,Switzerland and Liechtenstein,2,1840
2011,3.0,Spring,Switzerland and Liechtenstein,3,825
2011,3.0,Spring,Switzerland and Liechtenstein,4,546
2011,3.0,Spring,Switzerland and Liechtenstein,5,3839
2011,3.0,Spring,Switzerland and Liechtenstein,6,130
2011,3.0,Spring,Switzerland and Liechtenstein,7,742
2011,3.0,Spring,Switzerland and Liechtenstein,8,94
2011,4.0,Spring,Austria,1,689
2011,4.0,Spring,Austria,2,5306
2011,4.0,Spring,Austria,3,2215
2011,4.0,Spring,Austria,4,617
2011,4.0,Spring,Austria,5,7959
2011,4.0,Spring,Austria,6,1413
2011,4.0,Spring,Austria,7,681
2011,4.0,Spring,Austria,8,243
2011,4.0,Spring,Benelux countries,1,107
2011,4.0,Spring,Benelux countries,2,1281
2011,4.0,Spring,Benelux countries,3,638
2011,4.0,Spring,Benelux countries,4,1414
2011,4.0,Spring,Benelux countries,5,2948
2011,4.0,Spring,Benelux countries,6,220
2011,4.0,Spring,Benelux countries,7,351
2011,4.0,Spring,Benelux countries,8,87
2011,4.0,Spring,Germany,1,2825
2011,4.0,Spring,Germany,2,53527
2011,4.0,Spring,Germany,3,20378
2011,4.0,Spring,Germany,4,6376
2011,4.0,Spring,Germany,5,75305
2011,4.0,Spring,Germany,6,10534
2011,4.0,Spring,Germany,7,8081
2011,4.0,Spring,Germany,8,3286
2011,4.0,Spring,Italy,1,3264
2011,4.0,Spring,Italy,2,13095
2011,4.0,Spring,Italy,3,7895
2011,4.0,Spring,Italy,4,5617
2011,4.0,Spring,Italy,5,28166
2011,4.0,Spring,Italy,6,2500
2011,4.0,Spring,Italy,7,2396
2011,4.0,Spring,Italy,8,2028
2011,4.0,Spring,Other countries,1,1126
2011,4.0,Spring,Other countries,2,2567
2011,4.0,Spring,Other countries,3,1524
2011,4.0,Spring,Other countries,4,570
2011,4.0,Spring,Other countries,5,5228
2011,4.0,Spring,Other countries,6,495
2011,4.0,Spring,Other countries,7,669
2011,4.0,Spring,Other countries,8,302
2011,4.0,Spring,Switzerland and Liechtenstein,1,379
2011,4.0,Spring,Switzerland and Liechtenstein,2,9417
2011,4.0,Spring,Switzerland and Liechtenstein,3,2554
2011,4.0,Spring,Switzerland and Liechtenstein,4,386
2011,4.0,Spring,Switzerland and Liechtenstein,5,11026
2011,4.0,Spring,Switzerland and Liechtenstein,6,1341
2011,4.0,Spring,Switzerland and Liechtenstein,7,1636
2011,4.0,Spring,Switzerland and Liechtenstein,8,85
2011,5.0,Spring,Austria,1,783
2011,5.0,Spring,Austria,2,5719
2011,5.0,Spring,Austria,3,2685
2011,5.0,Spring,Austria,4,805
2011,5.0,Spring,Austria,5,9689
2011,5.0,Spring,Austria,6,1932
2011,5.0,Spring,Austria,7,532
2011,5.0,Spring,Austria,8,434
2011,5.0,Spring,Benelux countries,1,225
2011,5.0,Spring,Benelux countries,2,1442
2011,5.0,Spring,Benelux countries,3,843
2011,5.0,Spring,Benelux countries,4,354
2011,5.0,Spring,Benelux countries,5,2727
2011,5.0,Spring,Benelux countries,6,367
2011,5.0,Spring,Benelux countries,7,316
2011,5.0,Spring,Benelux countries,8,163
2011,5.0,Spring,Germany,1,2216
2011,5.0,Spring,Germany,2,47195
2011,5.0,Spring,Germany,3,20338
2011,5.0,Spring,Germany,4,5977
2011,5.0,Spring,Germany,5,69135
2011,5.0,Spring,Germany,6,9108
2011,5.0,Spring,Germany,7,3893
2011,5.0,Spring,Germany,8,3462
2011,5.0,Spring,Italy,1,3038
2011,5.0,Spring,Italy,2,10166
2011,5.0,Spring,Italy,3,6330
2011,5.0,Spring,Italy,4,4100
2011,5.0,Spring,Italy,5,22534
2011,5.0,Spring,Italy,6,2425
2011,5.0,Spring,Italy,7,1527
2011,5.0,Spring,Italy,8,1211
2011,5.0,Spring,Other countries,1,1497
2011,5.0,Spring,Other countries,2,2996
2011,5.0,Spring,Other countries,3,1840
2011,5.0,Spring,Other countries,4,705
2011,5.0,Spring,Other countries,5,6535
2011,5.0,Spring,Other countries,6,676
2011,5.0,Spring,Other countries,7,305
2011,5.0,Spring,Other countries,8,334
2011,5.0,Spring,Switzerland and Liechtenstein,1,384
2011,5.0,Spring,Switzerland and Liechtenstein,2,8948
2011,5.0,Spring,Switzerland and Liechtenstein,3,2456
2011,5.0,Spring,Switzerland and Liechtenstein,4,464
2011,5.0,Spring,Switzerland and Liechtenstein,5,10878
2011,5.0,Spring,Switzerland and Liechtenstein,6,1292
2011,5.0,Spring,Switzerland and Liechtenstein,7,1226
2011,5.0,Spring,Switzerland and Liechtenstein,8,80
2011,6.0,Summer,Austria,1,850
2011,6.0,Summer,Austria,2,6453
2011,6.0,Summer,Austria,3,3403
2011,6.0,Summer,Austria,4,1919
2011,6.0,Summer,Austria,5,12783
2011,6.0,Summer,Austria,6,2330
2011,6.0,Summer,Austria,7,815
2011,6.0,Summer,Austria,8,408
2011,6.0,Summer,Benelux countries,1,329
2011,6.0,Summer,Benelux countries,2,2990
2011,6.0,Summer,Benelux countries,3,1683
2011,6.0,Summer,Benelux countries,4,1281
2011,6.0,Summer,Benelux countries,5,6649
2011,6.0,Summer,Benelux countries,6,648
2011,6.0,Summer,Benelux countries,7,815
2011,6.0,Summer,Benelux countries,8,301
2011,6.0,Summer,Germany,1,3449
2011,6.0,Summer,Germany,2,78062
2011,6.0,Summer,Germany,3,37930
2011,6.0,Summer,Germany,4,17603
2011,6.0,Summer,Germany,5,137826
2011,6.0,Summer,Germany,6,15921
2011,6.0,Summer,Germany,7,10451
2011,6.0,Summer,Germany,8,5006
2011,6.0,Summer,Italy,1,2883
2011,6.0,Summer,Italy,2,18895
2011,6.0,Summer,Italy,3,13584
2011,6.0,Summer,Italy,4,18595
2011,6.0,Summer,Italy,5,53942
2011,6.0,Summer,Italy,6,2155
2011,6.0,Summer,Italy,7,3216
2011,6.0,Summer,Italy,8,2747
2011,6.0,Summer,Other countries,1,2114
2011,6.0,Summer,Other countries,2,5179
2011,6.0,Summer,Other countries,3,3632
2011,6.0,Summer,Other countries,4,2864
2011,6.0,Summer,Other countries,5,13625
2011,6.0,Summer,Other countries,6,861
2011,6.0,Summer,Other countries,7,819
2011,6.0,Summer,Other countries,8,511
2011,6.0,Summer,Switzerland and Liechtenstein,1,653
2011,6.0,Summer,Switzerland and Liechtenstein,2,8731
2011,6.0,Summer,Switzerland and Liechtenstein,3,2853
2011,6.0,Summer,Switzerland and Liechtenstein,4,1168
2011,6.0,Summer,Switzerland and Liechtenstein,5,13061
2011,6.0,Summer,Switzerland and Liechtenstein,6,1303
2011,6.0,Summer,Switzerland and Liechtenstein,7,1698
2011,6.0,Summer,Switzerland and Liechtenstein,8,161
2011,7.0,Summer,Austria,1,755
2011,7.0,Summer,Austria,2,6325
2011,7.0,Summer,Austria,3,3366
2011,7.0,Summer,Austria,4,1937
2011,7.0,Summer,Austria,5,12239
2011,7.0,Summer,Austria,6,1939
2011,7.0,Summer,Austria,7,1206
2011,7.0,Summer,Austria,8,455
2011,7.0,Summer,Benelux countries,1,1009
2011,7.0,Summer,Benelux countries,2,9471
2011,7.0,Summer,Benelux countries,3,5878
2011,7.0,Summer,Benelux countries,4,4581
2011,7.0,Summer,Benelux countries,5,21328
2011,7.0,Summer,Benelux countries,6,2043
2011,7.0,Summer,Benelux countries,7,2577
2011,7.0,Summer,Benelux countries,8,1241
2011,7.0,Summer,Germany,1,3449
2011,7.0,Summer,Germany,2,72488
2011,7.0,Summer,Germany,3,36332
2011,7.0,Summer,Germany,4,17222
2011,7.0,Summer,Germany,5,130499
2011,7.0,Summer,Germany,6,14165
2011,7.0,Summer,Germany,7,10867
2011,7.0,Summer,Germany,8,4870
2011,7.0,Summer,Italy,1,2754
2011,7.0,Summer,Italy,2,47270
2011,7.0,Summer,Italy,3,36139
2011,7.0,Summer,Italy,4,61588
2011,7.0,Summer,Italy,5,152818
2011,7.0,Summer,Italy,6,3888
2011,7.0,Summer,Italy,7,9172
2011,7.0,Summer,Italy,8,6073
2011,7.0,Summer,Other countries,1,2988
2011,7.0,Summer,Other countries,2,9107
2011,7.0,Summer,Other countries,3,6629
2011,7.0,Summer,Other countries,4,5920
2011,7.0,Summer,Other countries,5,25171
2011,7.0,Summer,Other countries,6,1974
2011,7.0,Summer,Other countries,7,1451
2011,7.0,Summer,Other countries,8,1093
2011,7.0,Summer,Switzerland and Liechtenstein,1,492
2011,7.0,Summer,Switzerland and Liechtenstein,2,12470
2011,7.0,Summer,Switzerland and Liechtenstein,3,4052
2011,7.0,Summer,Switzerland and Liechtenstein,4,1726
2011,7.0,Summer,Switzerland and Liechtenstein,5,17616
2011,7.0,Summer,Switzerland and Liechtenstein,6,1986
2011,7.0,Summer,Switzerland and Liechtenstein,7,2357
2011,7.0,Summer,Switzerland and Liechtenstein,8,216
2011,8.0,Summer,Austria,1,1029
2011,8.0,Summer,Austria,2,6197
2011,8.0,Summer,Austria,3,3283
2011,8.0,Summer,Austria,4,1688
2011,8.0,Summer,Austria,5,11969
2011,8.0,Summer,Austria,6,2109
2011,8.0,Summer,Austria,7,1289
2011,8.0,Summer,Austria,8,419
2011,8.0,Summer,Benelux countries,1,526
2011,8.0,Summer,Benelux countries,2,4857
2011,8.0,Summer,Benelux countries,3,2722
2011,8.0,Summer,Benelux countries,4,1806
2011,8.0,Summer,Benelux countries,5,10123
2011,8.0,Summer,Benelux countries,6,1038
2011,8.0,Summer,Benelux countries,7,1510
2011,8.0,Summer,Benelux countries,8,506
2011,8.0,Summer,Germany,1,4423
2011,8.0,Summer,Germany,2,82803
2011,8.0,Summer,Germany,3,37500
2011,8.0,Summer,Germany,4,15467
2011,8.0,Summer,Germany,5,139553
2011,8.0,Summer,Germany,6,18060
2011,8.0,Summer,Germany,7,12717
2011,8.0,Summer,Germany,8,4310
2011,8.0,Summer,Italy,1,3009
2011,8.0,Summer,Italy,2,68014
2011,8.0,Summer,Italy,3,50797
2011,8.0,Summer,Italy,4,77021
2011,8.0,Summer,Italy,5,208038
2011,8.0,Summer,Italy,6,4785
2011,8.0,Summer,Italy,7,13470
2011,8.0,Summer,Italy,8,10210
2011,8.0,Summer,Other countries,1,2192
2011,8.0,Summer,Other countries,2,5916
2011,8.0,Summer,Other countries,3,3768
2011,8.0,Summer,Other countries,4,3491
2011,8.0,Summer,Other countries,5,15446
2011,8.0,Summer,Other countries,6,1099
2011,8.0,Summer,Other countries,7,1058
2011,8.0,Summer,Other countries,8,582
2011,8.0,Summer,Switzerland and Liechtenstein,1,465
2011,8.0,Summer,Switzerland and Liechtenstein,2,7040
2011,8.0,Summer,Switzerland and Liechtenstein,3,2331
2011,8.0,Summer,Switzerland and Liechtenstein,4,972
2011,8.0,Summer,Switzerland and Liechtenstein,5,10459
2011,8.0,Summer,Switzerland and Liechtenstein,6,1070
2011,8.0,Summer,Switzerland and Liechtenstein,7,1540
2011,8.0,Summer,Switzerland and Liechtenstein,8,99
2011,9.0,Autumn,Austria,1,1427
2011,9.0,Autumn,Austria,2,7983
2011,9.0,Autumn,Austria,3,4737
2011,9.0,Autumn,Austria,4,2720
2011,9.0,Autumn,Austria,5,16695
2011,9.0,Autumn,Austria,6,2914
2011,9.0,Autumn,Austria,7,1025
2011,9.0,Autumn,Austria,8,523
2011,9.0,Autumn,Benelux countries,1,273
2011,9.0,Autumn,Benelux countries,2,2357
2011,9.0,Autumn,Benelux countries,3,1272
2011,9.0,Autumn,Benelux countries,4,889
2011,9.0,Autumn,Benelux countries,5,5103
2011,9.0,Autumn,Benelux countries,6,465
2011,9.0,Autumn,Benelux countries,7,598
2011,9.0,Autumn,Benelux countries,8,290
2011,9.0,Autumn,Germany,1,4005
2011,9.0,Autumn,Germany,2,91107
2011,9.0,Autumn,Germany,3,46309
2011,9.0,Autumn,Germany,4,24740
2011,9.0,Autumn,Germany,5,168680
2011,9.0,Autumn,Germany,6,17426
2011,9.0,Autumn,Germany,7,13414
2011,9.0,Autumn,Germany,8,6997
2011,9.0,Autumn,Italy,1,3316
2011,9.0,Autumn,Italy,2,19687
2011,9.0,Autumn,Italy,3,13746
2011,9.0,Autumn,Italy,4,18631
2011,9.0,Autumn,Italy,5,54945
2011,9.0,Autumn,Italy,6,2525
2011,9.0,Autumn,Italy,7,4037
2011,9.0,Autumn,Italy,8,3000
2011,9.0,Autumn,Other countries,1,2460
2011,9.0,Autumn,Other countries,2,5111
2011,9.0,Autumn,Other countries,3,3795
2011,9.0,Autumn,Other countries,4,2511
2011,9.0,Autumn,Other countries,5,14225
2011,9.0,Autumn,Other countries,6,980
2011,9.0,Autumn,Other countries,7,972
2011,9.0,Autumn,Other countries,8,499
2011,9.0,Autumn,Switzerland and Liechtenstein,1,593
2011,9.0,Autumn,Switzerland and Liechtenstein,2,10206
2011,9.0,Autumn,Switzerland and Liechtenstein,3,3601
2011,9.0,Autumn,Switzerland and Liechtenstein,4,1498
2011,9.0,Autumn,Switzerland and Liechtenstein,5,15639
2011,9.0,Autumn,Switzerland and Liechtenstein,6,1701
2011,9.0,Autumn,Switzerland and Liechtenstein,7,2121
2011,9.0,Autumn,Switzerland and Liechtenstein,8,184
2011,10.0,Autumn,Austria,1,1331
2011,10.0,Autumn,Austria,2,8809
2011,10.0,Autumn,Austria,3,4872
2011,10.0,Autumn,Austria,4,1679
2011,10.0,Autumn,Austria,5,15853
2011,10.0,Autumn,Austria,6,2839
2011,10.0,Autumn,Austria,7,763
2011,10.0,Autumn,Austria,8,614
2011,10.0,Autumn,Benelux countries,1,85
2011,10.0,Autumn,Benelux countries,2,652
2011,10.0,Autumn,Benelux countries,3,429
2011,10.0,Autumn,Benelux countries,4,158
2011,10.0,Autumn,Benelux countries,5,1320
2011,10.0,Autumn,Benelux countries,6,104
2011,10.0,Autumn,Benelux countries,7,85
2011,10.0,Autumn,Benelux countries,8,120
2011,10.0,Autumn,Germany,1,3345
2011,10.0,Autumn,Germany,2,74089
2011,10.0,Autumn,Germany,3,36879
2011,10.0,Autumn,Germany,4,13623
2011,10.0,Autumn,Germany,5,122513
2011,10.0,Autumn,Germany,6,13681
2011,10.0,Autumn,Germany,7,7079
2011,10.0,Autumn,Germany,8,6139
2011,10.0,Autumn,Italy,1,3571
2011,10.0,Autumn,Italy,2,16472
2011,10.0,Autumn,Italy,3,10448
2011,10.0,Autumn,Italy,4,8068
2011,10.0,Autumn,Italy,5,38243
2011,10.0,Autumn,Italy,6,2259
2011,10.0,Autumn,Italy,7,4112
2011,10.0,Autumn,Italy,8,2334
2011,10.0,Autumn,Other countries,1,1442
2011,10.0,Autumn,Other countries,2,2699
2011,10.0,Autumn,Other countries,3,1657
2011,10.0,Autumn,Other countries,4,536
2011,10.0,Autumn,Other countries,5,6108
2011,10.0,Autumn,Other countries,6,469
2011,10.0,Autumn,Other countries,7,636
2011,10.0,Autumn,Other countries,8,277
2011,10.0,Autumn,Switzerland and Liechtenstein,1,562
2011,10.0,Autumn,Switzerland and Liechtenstein,2,13084
2011,10.0,Autumn,Switzerland and Liechtenstein,3,4320
2011,10.0,Autumn,Switzerland and Liechtenstein,4,1280
2011,10.0,Autumn,Switzerland and Liechtenstein,5,17902
2011,10.0,Autumn,Switzerland and Liechtenstein,6,1785
2011,10.0,Autumn,Switzerland and Liechtenstein,7,2165
2011,10.0,Autumn,Switzerland and Liechtenstein,8,410
2011,11.0,Autumn,Austria,1,469
2011,11.0,Autumn,Austria,2,2513
2011,11.0,Autumn,Austria,3,1737
2011,11.0,Autumn,Austria,4,414
2011,11.0,Autumn,Austria,5,4521
2011,11.0,Autumn,Austria,6,505
2011,11.0,Autumn,Austria,7,164
2011,11.0,Autumn,Austria,8,319
2011,11.0,Autumn,Benelux countries,1,59
2011,11.0,Autumn,Benelux countries,2,140
2011,11.0,Autumn,Benelux countries,3,83
2011,11.0,Autumn,Benelux countries,4,31
2011,11.0,Autumn,Benelux countries,5,306
2011,11.0,Autumn,Benelux countries,6,36
2011,11.0,Autumn,Benelux countries,7,25
2011,11.0,Autumn,Benelux countries,8,44
2011,11.0,Autumn,Germany,1,1132
2011,11.0,Autumn,Germany,2,7532
2011,11.0,Autumn,Germany,3,4668
2011,11.0,Autumn,Germany,4,1288
2011,11.0,Autumn,Germany,5,13591
2011,11.0,Autumn,Germany,6,1583
2011,11.0,Autumn,Germany,7,1025
2011,11.0,Autumn,Germany,8,822
2011,11.0,Autumn,Italy,1,4328
2011,11.0,Autumn,Italy,2,15261
2011,11.0,Autumn,Italy,3,8525
2011,11.0,Autumn,Italy,4,3566
2011,11.0,Autumn,Italy,5,30579
2011,11.0,Autumn,Italy,6,2745
2011,11.0,Autumn,Italy,7,2348
2011,11.0,Autumn,Italy,8,2326
2011,11.0,Autumn,Other countries,1,715
2011,11.0,Autumn,Other countries,2,1412
2011,11.0,Autumn,Other countries,3,843
2011,11.0,Autumn,Other countries,4,270
2011,11.0,Autumn,Other countries,5,2855
2011,11.0,Autumn,Other countries,6,354
2011,11.0,Autumn,Other countries,7,358
2011,11.0,Autumn,Other countries,8,149
2011,11.0,Autumn,Switzerland and Liechtenstein,1,182
2011,11.0,Autumn,Switzerland and Liechtenstein,2,1801
2011,11.0,Autumn,Switzerland and Liechtenstein,3,583
2011,11.0,Autumn,Switzerland and Liechtenstein,4,110
2011,11.0,Autumn,Switzerland and Liechtenstein,5,2349
2011,11.0,Autumn,Switzerland and Liechtenstein,6,203
2011,11.0,Autumn,Switzerland and Liechtenstein,7,239
2011,11.0,Autumn,Switzerland and Liechtenstein,8,45
2011,12.0,Winter,Austria,1,266
2011,12.0,Winter,Austria,2,1436
2011,12.0,Winter,Austria,3,948
2011,12.0,Winter,Austria,4,740
2011,12.0,Winter,Austria,5,3482
2011,12.0,Winter,Austria,6,353
2011,12.0,Winter,Austria,7,291
2011,12.0,Winter,Austria,8,162
2011,12.0,Winter,Benelux countries,1,54
2011,12.0,Winter,Benelux countries,2,1116
2011,12.0,Winter,Benelux countries,3,890
2011,12.0,Winter,Benelux countries,4,1354
2011,12.0,Winter,Benelux countries,5,4352
2011,12.0,Winter,Benelux countries,6,68
2011,12.0,Winter,Benelux countries,7,320
2011,12.0,Winter,Benelux countries,8,147
2011,12.0,Winter,Germany,1,830
2011,12.0,Winter,Germany,2,16475
2011,12.0,Winter,Germany,3,13217
2011,12.0,Winter,Germany,4,13648
2011,12.0,Winter,Germany,5,47660
2011,12.0,Winter,Germany,6,1232
2011,12.0,Winter,Germany,7,4593
2011,12.0,Winter,Germany,8,3867
2011,12.0,Winter,Italy,1,8195
2011,12.0,Winter,Italy,2,56086
2011,12.0,Winter,Italy,3,38400
2011,12.0,Winter,Italy,4,47362
2011,12.0,Winter,Italy,5,150528
2011,12.0,Winter,Italy,6,6511
2011,12.0,Winter,Italy,7,3811
2011,12.0,Winter,Italy,8,8754
2011,12.0,Winter,Other countries,1,792
2011,12.0,Winter,Other countries,2,5130
2011,12.0,Winter,Other countries,3,3996
2011,12.0,Winter,Other countries,4,6946
2011,12.0,Winter,Other countries,5,18339
2011,12.0,Winter,Other countries,6,346
2011,12.0,Winter,Other countries,7,760
2011,12.0,Winter,Other countries,8,370
2011,12.0,Winter,Switzerland and Liechtenstein,1,219
2011,12.0,Winter,Switzerland and Liechtenstein,2,1831
2011,12.0,Winter,Switzerland and Liechtenstein,3,918
2011,12.0,Winter,Switzerland and Liechtenstein,4,519
2011,12.0,Winter,Switzerland and Liechtenstein,5,3713
2011,12.0,Winter,Switzerland and Liechtenstein,6,228
2011,12.0,Winter,Switzerland and Liechtenstein,7,379
2011,12.0,Winter,Switzerland and Liechtenstein,8,115
2012,1.0,Winter,Austria,1,227
2012,1.0,Winter,Austria,2,1343
2012,1.0,Winter,Austria,3,1056
2012,1.0,Winter,Austria,4,1340
2012,1.0,Winter,Austria,5,4111
2012,1.0,Winter,Austria,6,85
2012,1.0,Winter,Austria,7,201
2012,1.0,Winter,Austria,8,190
2012,1.0,Winter,Benelux countries,1,42
2012,1.0,Winter,Benelux countries,2,1639
2012,1.0,Winter,Benelux countries,3,1328
2012,1.0,Winter,Benelux countries,4,2099
2012,1.0,Winter,Benelux countries,5,7553
2012,1.0,Winter,Benelux countries,6,38
2012,1.0,Winter,Benelux countries,7,300
2012,1.0,Winter,Benelux countries,8,181
2012,1.0,Winter,Germany,1,669
2012,1.0,Winter,Germany,2,23393
2012,1.0,Winter,Germany,3,23333
2012,1.0,Winter,Germany,4,28675
2012,1.0,Winter,Germany,5,82807
2012,1.0,Winter,Germany,6,898
2012,1.0,Winter,Germany,7,6392
2012,1.0,Winter,Germany,8,6751
2012,1.0,Winter,Italy,1,4576
2012,1.0,Winter,Italy,2,35446
2012,1.0,Winter,Italy,3,27320
2012,1.0,Winter,Italy,4,45773
2012,1.0,Winter,Italy,5,116365
2012,1.0,Winter,Italy,6,3031
2012,1.0,Winter,Italy,7,2749
2012,1.0,Winter,Italy,8,4818
2012,1.0,Winter,Other countries,1,763
2012,1.0,Winter,Other countries,2,9194
2012,1.0,Winter,Other countries,3,7714
2012,1.0,Winter,Other countries,4,14373
2012,1.0,Winter,Other countries,5,39171
2012,1.0,Winter,Other countries,6,552
2012,1.0,Winter,Other countries,7,1185
2012,1.0,Winter,Other countries,8,438
2012,1.0,Winter,Switzerland and Liechtenstein,1,84
2012,1.0,Winter,Switzerland and Liechtenstein,2,1279
2012,1.0,Winter,Switzerland and Liechtenstein,3,1020
2012,1.0,Winter,Switzerland and Liechtenstein,4,692
2012,1.0,Winter,Switzerland and Liechtenstein,5,4146
2012,1.0,Winter,Switzerland and Liechtenstein,6,128
2012,1.0,Winter,Switzerland and Liechtenstein,7,812
2012,1.0,Winter,Switzerland and Liechtenstein,8,71
2012,2.0,Winter,Austria,1,266
